id,seller_id,store_id,department_id,month,week,day,hour,sale,turn,year,created_at,updated_at
28,1,1,1,5,1,5,11,55625,5,2018,2018-11-22 12:28:51.586738,2018-11-22 12:28:51.586738
29,1,1,1,5,1,5,12,55625,5,2018,2018-11-22 12:28:51.609823,2018-11-22 12:28:51.609823
30,1,1,1,5,2,1,5,115168,5,2018,2018-11-22 12:28:51.658222,2018-11-22 12:28:51.658222
31,1,1,1,5,2,1,6,115168,5,2018,2018-11-22 12:28:51.690845,2018-11-22 12:28:51.690845
32,1,1,1,5,2,1,7,115168,5,2018,2018-11-22 12:28:51.726064,2018-11-22 12:28:51.726064
33,1,1,1,5,2,1,8,115168,5,2018,2018-11-22 12:28:51.766811,2018-11-22 12:28:51.766811
34,1,1,1,5,2,1,9,115168,5,2018,2018-11-22 12:28:51.810078,2018-11-22 12:28:51.810078
35,1,1,1,5,2,1,10,115168,5,2018,2018-11-22 12:28:51.858418,2018-11-22 12:28:51.858418
36,1,1,1,5,2,1,11,115168,5,2018,2018-11-22 12:28:51.896602,2018-11-22 12:28:51.896602
37,1,1,1,5,2,2,5,90062,5,2018,2018-11-22 12:28:51.926898,2018-11-22 12:28:51.926898
38,1,1,1,5,2,2,6,90062,5,2018,2018-11-22 12:28:51.96473,2018-11-22 12:28:51.96473
39,1,1,1,5,2,2,7,90062,5,2018,2018-11-22 12:28:52.000243,2018-11-22 12:28:52.000243
40,1,1,1,5,2,2,8,90062,5,2018,2018-11-22 12:28:52.021582,2018-11-22 12:28:52.021582
41,1,1,1,5,2,2,9,90062,5,2018,2018-11-22 12:28:52.0479,2018-11-22 12:28:52.0479
42,1,1,1,5,2,2,10,90062,5,2018,2018-11-22 12:28:52.078925,2018-11-22 12:28:52.078925
43,1,1,1,5,2,2,11,90062,5,2018,2018-11-22 12:28:52.11219,2018-11-22 12:28:52.11219
44,1,1,1,5,2,4,5,93173,5,2018,2018-11-22 12:28:52.148479,2018-11-22 12:28:52.148479
45,1,1,1,5,2,4,6,93173,5,2018,2018-11-22 12:28:52.175302,2018-11-22 12:28:52.175302
46,1,1,1,5,2,4,7,93173,5,2018,2018-11-22 12:28:52.198963,2018-11-22 12:28:52.198963
47,1,1,1,5,2,4,8,93173,5,2018,2018-11-22 12:28:52.237122,2018-11-22 12:28:52.237122
48,1,1,1,5,2,4,9,93173,5,2018,2018-11-22 12:28:52.271,2018-11-22 12:28:52.271
49,1,1,1,5,2,4,10,93173,5,2018,2018-11-22 12:28:52.305633,2018-11-22 12:28:52.305633
50,1,1,1,5,2,4,11,93173,5,2018,2018-11-22 12:28:52.333703,2018-11-22 12:28:52.333703
51,1,1,1,5,2,5,4,107462,5,2018,2018-11-22 12:28:52.366305,2018-11-22 12:28:52.366305
52,1,1,1,5,2,5,5,107462,5,2018,2018-11-22 12:28:52.414602,2018-11-22 12:28:52.414602
53,1,1,1,5,2,5,6,107462,5,2018,2018-11-22 12:28:52.449029,2018-11-22 12:28:52.449029
54,1,1,1,5,2,5,7,107462,5,2018,2018-11-22 12:28:52.460255,2018-11-22 12:28:52.460255
55,1,1,1,5,2,5,8,107462,5,2018,2018-11-22 12:28:52.493036,2018-11-22 12:28:52.493036
56,1,1,1,5,2,5,9,107462,5,2018,2018-11-22 12:28:52.53637,2018-11-22 12:28:52.53637
57,1,1,1,5,2,5,10,107462,5,2018,2018-11-22 12:28:52.575834,2018-11-22 12:28:52.575834
58,1,1,1,5,2,5,11,107462,5,2018,2018-11-22 12:28:52.614303,2018-11-22 12:28:52.614303
59,1,1,1,5,2,6,4,82524,5,2018,2018-11-22 12:28:52.632225,2018-11-22 12:28:52.632225
60,1,1,1,5,2,6,5,82524,5,2018,2018-11-22 12:28:52.668041,2018-11-22 12:28:52.668041
61,1,1,1,5,2,6,6,82524,5,2018,2018-11-22 12:28:52.681614,2018-11-22 12:28:52.681614
62,1,1,1,5,2,6,7,82524,5,2018,2018-11-22 12:28:52.716992,2018-11-22 12:28:52.716992
63,1,1,1,5,2,6,8,82524,5,2018,2018-11-22 12:28:52.733964,2018-11-22 12:28:52.733964
64,1,1,1,5,2,6,9,82524,5,2018,2018-11-22 12:28:52.76338,2018-11-22 12:28:52.76338
65,1,1,1,5,2,6,10,82524,5,2018,2018-11-22 12:28:52.807861,2018-11-22 12:28:52.807861
66,1,1,1,5,2,6,11,82524,5,2018,2018-11-22 12:28:52.856561,2018-11-22 12:28:52.856561
67,1,1,1,5,2,7,4,180212,5,2018,2018-11-22 12:28:52.909915,2018-11-22 12:28:52.909915
68,1,1,1,5,2,7,5,180212,5,2018,2018-11-22 12:28:52.927366,2018-11-22 12:28:52.927366
69,1,1,1,5,2,7,6,180212,5,2018,2018-11-22 12:28:52.939249,2018-11-22 12:28:52.939249
70,1,1,1,5,2,7,7,180212,5,2018,2018-11-22 12:28:52.947583,2018-11-22 12:28:52.947583
71,1,1,1,5,2,7,8,180212,5,2018,2018-11-22 12:28:52.968038,2018-11-22 12:28:52.968038
72,1,1,1,5,2,7,9,180212,5,2018,2018-11-22 12:28:52.998105,2018-11-22 12:28:52.998105
73,1,1,1,5,2,7,10,180212,5,2018,2018-11-22 12:28:53.01781,2018-11-22 12:28:53.01781
74,1,1,1,5,2,7,11,180212,5,2018,2018-11-22 12:28:53.044325,2018-11-22 12:28:53.044325
75,1,1,1,5,3,1,3,94400,5,2018,2018-11-22 12:28:53.066971,2018-11-22 12:28:53.066971
76,1,1,1,5,3,1,4,94400,5,2018,2018-11-22 12:28:53.093768,2018-11-22 12:28:53.093768
77,1,1,1,5,3,1,5,94400,5,2018,2018-11-22 12:28:53.171367,2018-11-22 12:28:53.171367
78,1,1,1,5,3,1,6,94400,5,2018,2018-11-22 12:28:53.218835,2018-11-22 12:28:53.218835
79,1,1,1,5,3,1,7,94400,5,2018,2018-11-22 12:28:53.249563,2018-11-22 12:28:53.249563
80,1,1,1,5,3,1,8,94400,5,2018,2018-11-22 12:28:53.292533,2018-11-22 12:28:53.292533
81,1,1,1,5,3,1,9,94400,5,2018,2018-11-22 12:28:53.350092,2018-11-22 12:28:53.350092
82,1,1,1,5,3,1,10,94400,5,2018,2018-11-22 12:28:53.382609,2018-11-22 12:28:53.382609
83,1,1,1,5,3,1,11,94400,5,2018,2018-11-22 12:28:53.435728,2018-11-22 12:28:53.435728
84,1,1,1,5,3,1,12,94400,5,2018,2018-11-22 12:28:53.463291,2018-11-22 12:28:53.463291
85,1,1,1,5,3,3,3,90931,5,2018,2018-11-22 12:28:53.494785,2018-11-22 12:28:53.494785
86,1,1,1,5,3,3,4,90931,5,2018,2018-11-22 12:28:53.56182,2018-11-22 12:28:53.56182
87,1,1,1,5,3,3,5,90931,5,2018,2018-11-22 12:28:53.605027,2018-11-22 12:28:53.605027
88,1,1,1,5,3,3,6,90931,5,2018,2018-11-22 12:28:53.646942,2018-11-22 12:28:53.646942
89,1,1,1,5,3,3,7,90931,5,2018,2018-11-22 12:28:53.701062,2018-11-22 12:28:53.701062
90,1,1,1,5,3,3,8,90931,5,2018,2018-11-22 12:28:53.757696,2018-11-22 12:28:53.757696
91,1,1,1,5,3,3,9,90931,5,2018,2018-11-22 12:28:53.814866,2018-11-22 12:28:53.814866
92,1,1,1,5,3,3,10,90931,5,2018,2018-11-22 12:28:53.872046,2018-11-22 12:28:53.872046
93,1,1,1,5,3,3,11,90931,5,2018,2018-11-22 12:28:53.91116,2018-11-22 12:28:53.91116
94,1,1,1,5,3,3,12,90931,5,2018,2018-11-22 12:28:53.943838,2018-11-22 12:28:53.943838
95,1,1,1,5,3,4,3,119006,5,2018,2018-11-22 12:28:54.01229,2018-11-22 12:28:54.01229
96,1,1,1,5,3,4,4,119006,5,2018,2018-11-22 12:28:54.056333,2018-11-22 12:28:54.056333
97,1,1,1,5,3,4,5,119006,5,2018,2018-11-22 12:28:54.084356,2018-11-22 12:28:54.084356
98,1,1,1,5,3,4,6,119006,5,2018,2018-11-22 12:28:54.109507,2018-11-22 12:28:54.109507
99,1,1,1,5,3,4,7,119006,5,2018,2018-11-22 12:28:54.156107,2018-11-22 12:28:54.156107
100,1,1,1,5,3,4,8,119006,5,2018,2018-11-22 12:28:54.203888,2018-11-22 12:28:54.203888
101,1,1,1,5,3,4,9,119006,5,2018,2018-11-22 12:28:54.235879,2018-11-22 12:28:54.235879
102,1,1,1,5,3,4,10,119006,5,2018,2018-11-22 12:28:54.259479,2018-11-22 12:28:54.259479
103,1,1,1,5,3,4,11,119006,5,2018,2018-11-22 12:28:54.289275,2018-11-22 12:28:54.289275
104,1,1,1,5,3,5,3,141641,5,2018,2018-11-22 12:28:54.308999,2018-11-22 12:28:54.308999
105,1,1,1,5,3,5,4,141641,5,2018,2018-11-22 12:28:54.359875,2018-11-22 12:28:54.359875
106,1,1,1,5,3,5,5,141641,5,2018,2018-11-22 12:28:54.406134,2018-11-22 12:28:54.406134
107,1,1,1,5,3,5,6,141641,5,2018,2018-11-22 12:28:54.466299,2018-11-22 12:28:54.466299
108,1,1,1,5,3,5,7,141641,5,2018,2018-11-22 12:28:54.528921,2018-11-22 12:28:54.528921
109,1,1,1,5,3,5,8,141641,5,2018,2018-11-22 12:28:54.584043,2018-11-22 12:28:54.584043
110,1,1,1,5,3,5,9,141641,5,2018,2018-11-22 12:28:54.633585,2018-11-22 12:28:54.633585
111,1,1,1,5,3,5,10,141641,5,2018,2018-11-22 12:28:54.681462,2018-11-22 12:28:54.681462
112,1,1,1,5,3,5,11,141641,5,2018,2018-11-22 12:28:54.710641,2018-11-22 12:28:54.710641
113,1,1,1,5,3,6,3,77234,5,2018,2018-11-22 12:28:54.745895,2018-11-22 12:28:54.745895
114,1,1,1,5,3,6,4,77234,5,2018,2018-11-22 12:28:54.778096,2018-11-22 12:28:54.778096
115,1,1,1,5,3,6,5,77234,5,2018,2018-11-22 12:28:54.851837,2018-11-22 12:28:54.851837
116,1,1,1,5,3,6,6,77234,5,2018,2018-11-22 12:28:54.907401,2018-11-22 12:28:54.907401
117,1,1,1,5,3,6,7,77234,5,2018,2018-11-22 12:28:54.950269,2018-11-22 12:28:54.950269
118,1,1,1,5,3,6,8,77234,5,2018,2018-11-22 12:28:54.990235,2018-11-22 12:28:54.990235
119,1,1,1,5,3,6,9,77234,5,2018,2018-11-22 12:28:55.038719,2018-11-22 12:28:55.038719
120,1,1,1,5,3,6,10,77234,5,2018,2018-11-22 12:28:55.088103,2018-11-22 12:28:55.088103
121,1,1,1,5,3,6,11,77234,5,2018,2018-11-22 12:28:55.143228,2018-11-22 12:28:55.143228
122,1,1,1,5,4,3,3,159311,5,2018,2018-11-22 12:28:55.204158,2018-11-22 12:28:55.204158
123,1,1,1,5,4,3,4,159311,5,2018,2018-11-22 12:28:55.236167,2018-11-22 12:28:55.236167
124,1,1,1,5,4,3,5,159311,5,2018,2018-11-22 12:28:55.277949,2018-11-22 12:28:55.277949
125,1,1,1,5,4,3,6,159311,5,2018,2018-11-22 12:28:55.326553,2018-11-22 12:28:55.326553
126,1,1,1,5,4,3,7,159311,5,2018,2018-11-22 12:28:55.354769,2018-11-22 12:28:55.354769
127,1,1,1,5,4,3,8,159311,5,2018,2018-11-22 12:28:55.394838,2018-11-22 12:28:55.394838
128,1,1,1,5,4,3,9,159311,5,2018,2018-11-22 12:28:55.443626,2018-11-22 12:28:55.443626
129,1,1,1,5,4,3,10,159311,5,2018,2018-11-22 12:28:55.481483,2018-11-22 12:28:55.481483
130,1,1,1,5,4,3,11,159311,5,2018,2018-11-22 12:28:55.491175,2018-11-22 12:28:55.491175
131,1,1,1,5,4,3,12,159311,5,2018,2018-11-22 12:28:55.502426,2018-11-22 12:28:55.502426
132,1,1,1,5,4,5,4,109603,5,2018,2018-11-22 12:28:55.517058,2018-11-22 12:28:55.517058
133,1,1,1,5,4,5,5,109603,5,2018,2018-11-22 12:28:55.528772,2018-11-22 12:28:55.528772
134,1,1,1,5,4,5,6,109603,5,2018,2018-11-22 12:28:55.556025,2018-11-22 12:28:55.556025
135,1,1,1,5,4,5,7,109603,5,2018,2018-11-22 12:28:55.570712,2018-11-22 12:28:55.570712
136,1,1,1,5,4,5,8,109603,5,2018,2018-11-22 12:28:55.654361,2018-11-22 12:28:55.654361
137,1,1,1,5,4,5,9,109603,5,2018,2018-11-22 12:28:55.675635,2018-11-22 12:28:55.675635
138,1,1,1,5,4,5,10,109603,5,2018,2018-11-22 12:28:55.708359,2018-11-22 12:28:55.708359
139,1,1,1,5,4,5,11,109603,5,2018,2018-11-22 12:28:55.751302,2018-11-22 12:28:55.751302
140,1,1,1,5,4,5,12,109603,5,2018,2018-11-22 12:28:55.789363,2018-11-22 12:28:55.789363
141,1,1,1,5,4,6,5,84131,5,2018,2018-11-22 12:28:55.819448,2018-11-22 12:28:55.819448
142,1,1,1,5,4,6,6,84131,5,2018,2018-11-22 12:28:55.846912,2018-11-22 12:28:55.846912
143,1,1,1,5,4,6,7,84131,5,2018,2018-11-22 12:28:55.867142,2018-11-22 12:28:55.867142
144,1,1,1,5,4,6,8,84131,5,2018,2018-11-22 12:28:55.893247,2018-11-22 12:28:55.893247
145,1,1,1,5,4,6,9,84131,5,2018,2018-11-22 12:28:55.919443,2018-11-22 12:28:55.919443
146,1,1,1,5,4,6,10,84131,5,2018,2018-11-22 12:28:55.936268,2018-11-22 12:28:55.936268
147,1,1,1,5,4,6,11,84131,5,2018,2018-11-22 12:28:55.976699,2018-11-22 12:28:55.976699
148,1,1,1,5,4,6,12,84131,5,2018,2018-11-22 12:28:56.006865,2018-11-22 12:28:56.006865
149,1,1,1,5,4,7,5,183383,5,2018,2018-11-22 12:28:56.045981,2018-11-22 12:28:56.045981
150,1,1,1,5,4,7,6,183383,5,2018,2018-11-22 12:28:56.109615,2018-11-22 12:28:56.109615
151,1,1,1,5,4,7,7,183383,5,2018,2018-11-22 12:28:56.17497,2018-11-22 12:28:56.17497
152,1,1,1,5,4,7,8,183383,5,2018,2018-11-22 12:28:56.219091,2018-11-22 12:28:56.219091
153,1,1,1,5,4,7,9,183383,5,2018,2018-11-22 12:28:56.27185,2018-11-22 12:28:56.27185
154,1,1,1,5,4,7,10,183383,5,2018,2018-11-22 12:28:56.330149,2018-11-22 12:28:56.330149
155,1,1,1,5,4,7,11,183383,5,2018,2018-11-22 12:28:56.386961,2018-11-22 12:28:56.386961
156,1,1,1,5,4,7,12,183383,5,2018,2018-11-22 12:28:56.435289,2018-11-22 12:28:56.435289
157,2,1,1,6,1,7,3,111205,2,2018,2018-11-22 12:28:56.470469,2018-11-22 12:28:56.470469
158,2,1,1,6,1,7,4,111205,2,2018,2018-11-22 12:28:56.500209,2018-11-22 12:28:56.500209
159,2,1,1,6,1,7,5,111205,2,2018,2018-11-22 12:28:56.527653,2018-11-22 12:28:56.527653
160,2,1,1,6,1,7,6,111205,2,2018,2018-11-22 12:28:56.552179,2018-11-22 12:28:56.552179
161,2,1,1,6,1,7,7,111205,2,2018,2018-11-22 12:28:56.583812,2018-11-22 12:28:56.583812
162,2,1,1,6,1,7,8,111205,2,2018,2018-11-22 12:28:56.610507,2018-11-22 12:28:56.610507
163,2,1,1,6,1,7,9,111205,2,2018,2018-11-22 12:28:56.642138,2018-11-22 12:28:56.642138
164,2,1,1,6,1,7,10,111205,2,2018,2018-11-22 12:28:56.685832,2018-11-22 12:28:56.685832
165,2,1,1,6,1,7,11,111205,2,2018,2018-11-22 12:28:56.731325,2018-11-22 12:28:56.731325
166,2,1,1,6,2,1,4,115167,2,2018,2018-11-22 12:28:56.75256,2018-11-22 12:28:56.75256
167,2,1,1,6,2,1,5,115167,2,2018,2018-11-22 12:28:56.775418,2018-11-22 12:28:56.775418
168,2,1,1,6,2,1,6,115167,2,2018,2018-11-22 12:28:56.8354,2018-11-22 12:28:56.8354
169,2,1,1,6,2,1,7,115167,2,2018,2018-11-22 12:28:56.900404,2018-11-22 12:28:56.900404
170,2,1,1,6,2,1,8,115167,2,2018,2018-11-22 12:28:56.942483,2018-11-22 12:28:56.942483
171,2,1,1,6,2,1,9,115167,2,2018,2018-11-22 12:28:56.976839,2018-11-22 12:28:56.976839
172,2,1,1,6,2,2,3,90062,2,2018,2018-11-22 12:28:57.017263,2018-11-22 12:28:57.017263
173,2,1,1,6,2,2,4,90062,2,2018,2018-11-22 12:28:57.050868,2018-11-22 12:28:57.050868
174,2,1,1,6,2,2,5,90062,2,2018,2018-11-22 12:28:57.091441,2018-11-22 12:28:57.091441
175,2,1,1,6,2,2,6,90062,2,2018,2018-11-22 12:28:57.145569,2018-11-22 12:28:57.145569
176,2,1,1,6,2,2,7,90062,2,2018,2018-11-22 12:28:57.189954,2018-11-22 12:28:57.189954
177,2,1,1,6,2,2,8,90062,2,2018,2018-11-22 12:28:57.24636,2018-11-22 12:28:57.24636
178,2,1,1,6,2,2,9,90062,2,2018,2018-11-22 12:28:57.297885,2018-11-22 12:28:57.297885
179,2,1,1,6,2,2,10,90062,2,2018,2018-11-22 12:28:57.30882,2018-11-22 12:28:57.30882
180,2,1,1,6,2,2,11,90062,2,2018,2018-11-22 12:28:57.331434,2018-11-22 12:28:57.331434
181,2,1,1,6,2,2,12,90062,2,2018,2018-11-22 12:28:57.342558,2018-11-22 12:28:57.342558
182,2,1,1,6,2,4,3,93173,2,2018,2018-11-22 12:28:57.370573,2018-11-22 12:28:57.370573
183,2,1,1,6,2,4,4,93173,2,2018,2018-11-22 12:28:57.383783,2018-11-22 12:28:57.383783
184,2,1,1,6,2,4,5,93173,2,2018,2018-11-22 12:28:57.424699,2018-11-22 12:28:57.424699
185,2,1,1,6,2,4,6,93173,2,2018,2018-11-22 12:28:57.443408,2018-11-22 12:28:57.443408
186,2,1,1,6,2,4,7,93173,2,2018,2018-11-22 12:28:57.456373,2018-11-22 12:28:57.456373
187,2,1,1,6,2,4,8,93173,2,2018,2018-11-22 12:28:57.473917,2018-11-22 12:28:57.473917
188,2,1,1,6,2,4,9,93173,2,2018,2018-11-22 12:28:57.509409,2018-11-22 12:28:57.509409
189,2,1,1,6,2,4,10,93173,2,2018,2018-11-22 12:28:57.533241,2018-11-22 12:28:57.533241
190,2,1,1,6,2,4,11,93173,2,2018,2018-11-22 12:28:57.555372,2018-11-22 12:28:57.555372
191,2,1,1,6,2,4,12,93173,2,2018,2018-11-22 12:28:57.576693,2018-11-22 12:28:57.576693
192,2,1,1,6,2,5,4,107462,2,2018,2018-11-22 12:28:57.602022,2018-11-22 12:28:57.602022
193,2,1,1,6,2,5,5,107462,2,2018,2018-11-22 12:28:57.655047,2018-11-22 12:28:57.655047
194,2,1,1,6,2,5,6,107462,2,2018,2018-11-22 12:28:57.68994,2018-11-22 12:28:57.68994
195,2,1,1,6,2,5,7,107462,2,2018,2018-11-22 12:28:57.724494,2018-11-22 12:28:57.724494
196,2,1,1,6,2,5,8,107462,2,2018,2018-11-22 12:28:57.788483,2018-11-22 12:28:57.788483
197,2,1,1,6,2,5,9,107462,2,2018,2018-11-22 12:28:57.826372,2018-11-22 12:28:57.826372
198,2,1,1,6,2,5,10,107462,2,2018,2018-11-22 12:28:57.858742,2018-11-22 12:28:57.858742
199,2,1,1,6,2,5,11,107462,2,2018,2018-11-22 12:28:57.922796,2018-11-22 12:28:57.922796
200,2,1,1,6,2,5,12,107462,2,2018,2018-11-22 12:28:57.96677,2018-11-22 12:28:57.96677
201,2,1,1,6,2,6,4,82523,2,2018,2018-11-22 12:28:58.009058,2018-11-22 12:28:58.009058
202,2,1,1,6,2,6,5,82523,2,2018,2018-11-22 12:28:58.058985,2018-11-22 12:28:58.058985
203,2,1,1,6,2,6,6,82523,2,2018,2018-11-22 12:28:58.096057,2018-11-22 12:28:58.096057
204,2,1,1,6,2,6,7,82523,2,2018,2018-11-22 12:28:58.136545,2018-11-22 12:28:58.136545
205,2,1,1,6,2,6,8,82523,2,2018,2018-11-22 12:28:58.172362,2018-11-22 12:28:58.172362
206,2,1,1,6,2,6,9,82523,2,2018,2018-11-22 12:28:58.209285,2018-11-22 12:28:58.209285
207,2,1,1,6,2,6,10,82523,2,2018,2018-11-22 12:28:58.241583,2018-11-22 12:28:58.241583
208,2,1,1,6,2,6,11,82523,2,2018,2018-11-22 12:28:58.275052,2018-11-22 12:28:58.275052
209,2,1,1,6,2,6,12,82523,2,2018,2018-11-22 12:28:58.320145,2018-11-22 12:28:58.320145
210,2,1,1,6,3,1,3,94400,2,2018,2018-11-22 12:28:58.356118,2018-11-22 12:28:58.356118
211,2,1,1,6,3,1,4,94400,2,2018,2018-11-22 12:28:58.402292,2018-11-22 12:28:58.402292
212,2,1,1,6,3,1,5,94400,2,2018,2018-11-22 12:28:58.447646,2018-11-22 12:28:58.447646
213,2,1,1,6,3,1,6,94400,2,2018,2018-11-22 12:28:58.489165,2018-11-22 12:28:58.489165
214,2,1,1,6,3,1,7,94400,2,2018,2018-11-22 12:28:58.530373,2018-11-22 12:28:58.530373
215,2,1,1,6,3,1,8,94400,2,2018,2018-11-22 12:28:58.571151,2018-11-22 12:28:58.571151
216,2,1,1,6,3,1,9,94400,2,2018,2018-11-22 12:28:58.624953,2018-11-22 12:28:58.624953
217,2,1,1,6,3,1,10,94400,2,2018,2018-11-22 12:28:58.641676,2018-11-22 12:28:58.641676
218,2,1,1,6,3,1,11,94400,2,2018,2018-11-22 12:28:58.687816,2018-11-22 12:28:58.687816
219,2,1,1,6,3,1,12,94400,2,2018,2018-11-22 12:28:58.723556,2018-11-22 12:28:58.723556
220,2,1,1,6,3,2,3,172736,2,2018,2018-11-22 12:28:58.755981,2018-11-22 12:28:58.755981
221,2,1,1,6,3,2,4,172736,2,2018,2018-11-22 12:28:58.774271,2018-11-22 12:28:58.774271
222,2,1,1,6,3,2,5,172736,2,2018,2018-11-22 12:28:58.808058,2018-11-22 12:28:58.808058
223,2,1,1,6,3,2,6,172736,2,2018,2018-11-22 12:28:58.849586,2018-11-22 12:28:58.849586
224,2,1,1,6,3,2,7,172736,2,2018,2018-11-22 12:28:58.883215,2018-11-22 12:28:58.883215
225,2,1,1,6,3,2,8,172736,2,2018,2018-11-22 12:28:58.921637,2018-11-22 12:28:58.921637
226,2,1,1,6,3,2,9,172736,2,2018,2018-11-22 12:28:58.941683,2018-11-22 12:28:58.941683
227,2,1,1,6,3,2,10,172736,2,2018,2018-11-22 12:28:58.971792,2018-11-22 12:28:58.971792
228,2,1,1,6,3,2,11,172736,2,2018,2018-11-22 12:28:59.009899,2018-11-22 12:28:59.009899
229,2,1,1,6,3,2,12,172736,2,2018,2018-11-22 12:28:59.046651,2018-11-22 12:28:59.046651
230,2,1,1,6,3,3,3,90931,2,2018,2018-11-22 12:28:59.08074,2018-11-22 12:28:59.08074
231,2,1,1,6,3,3,4,90931,2,2018,2018-11-22 12:28:59.115761,2018-11-22 12:28:59.115761
232,2,1,1,6,3,3,5,90931,2,2018,2018-11-22 12:28:59.155698,2018-11-22 12:28:59.155698
233,2,1,1,6,3,3,6,90931,2,2018,2018-11-22 12:28:59.173978,2018-11-22 12:28:59.173978
234,2,1,1,6,3,3,7,90931,2,2018,2018-11-22 12:28:59.204606,2018-11-22 12:28:59.204606
235,2,1,1,6,3,3,8,90931,2,2018,2018-11-22 12:28:59.247525,2018-11-22 12:28:59.247525
236,2,1,1,6,3,3,9,90931,2,2018,2018-11-22 12:28:59.289278,2018-11-22 12:28:59.289278
237,2,1,1,6,3,3,10,90931,2,2018,2018-11-22 12:28:59.352343,2018-11-22 12:28:59.352343
238,2,1,1,6,3,3,11,90931,2,2018,2018-11-22 12:28:59.406529,2018-11-22 12:28:59.406529
239,2,1,1,6,3,3,12,90931,2,2018,2018-11-22 12:28:59.4538,2018-11-22 12:28:59.4538
240,2,1,1,6,3,6,5,77234,2,2018,2018-11-22 12:28:59.499686,2018-11-22 12:28:59.499686
241,2,1,1,6,3,6,6,77234,2,2018,2018-11-22 12:28:59.553101,2018-11-22 12:28:59.553101
242,2,1,1,6,3,6,7,77234,2,2018,2018-11-22 12:28:59.591647,2018-11-22 12:28:59.591647
243,2,1,1,6,3,6,8,77234,2,2018,2018-11-22 12:28:59.635657,2018-11-22 12:28:59.635657
244,2,1,1,6,3,6,9,77234,2,2018,2018-11-22 12:28:59.697672,2018-11-22 12:28:59.697672
245,2,1,1,6,3,6,10,77234,2,2018,2018-11-22 12:28:59.792977,2018-11-22 12:28:59.792977
246,2,1,1,6,3,6,11,77234,2,2018,2018-11-22 12:28:59.848224,2018-11-22 12:28:59.848224
247,2,1,1,6,3,6,12,77234,2,2018,2018-11-22 12:28:59.906599,2018-11-22 12:28:59.906599
248,2,1,1,6,3,7,5,167923,2,2018,2018-11-22 12:28:59.948095,2018-11-22 12:28:59.948095
