store_id,department_id,date,year,month,week,dow,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twenty_one,twenty_two,twenty_three,total_day
1,1,2018-02-28,2018,3,1,3,0,0,595350,888100,1452851,853379,1345682,1512276,1892988,1967616,1493679,1949507,0,0,0,13951428
1,1,2018-03-01,2018,3,1,4,0,0,562275,452501,1079796,1209457,1158949,1361731,2247215,3176326,3109048,1107590,0,0,0,15464888
1,1,2018-03-02,2018,3,1,5,0,0,463050,1003661,1147306,1259777,650550,1095324,2927188,3110694,1530463,2209542,0,0,0,15397555
1,1,2018-03-03,2018,3,1,6,0,0,254067,858181,640248,1752519,1348459,1945982,698808,1047425,1380379,1470670,0,0,0,11396738
1,1,2018-03-04,2018,3,1,7,0,0,508133,903348,1280497,2808244,2072094,1939072,392347,1650413,1622498,740364,0,0,0,13917010
1,1,2018-03-05,2018,3,2,1,0,0,310526,451674,782526,1455197,3413411,1035607,909478,1881906,1931853,1197225,0,0,0,13369403
1,1,2018-03-06,2018,3,2,2,0,0,479904,496841,1138219,1219434,3794664,716453,1201680,1456209,2319207,1198852,0,0,0,14021463
1,1,2018-03-07,2018,3,2,3,0,0,268181,203253,320124,1220663,909983,602899,533795,413470,894200,531549,0,0,0,5898117
1,1,2018-03-08,2018,3,2,4,0,0,141148,316172,497970,665924,1941546,900152,441634,387892,754616,485782,0,0,0,6532836
1,1,2018-03-09,2018,3,2,5,0,0,310526,722678,782526,2920254,3615381,788137,610224,840977,2359107,1101546,0,0,0,14051356
1,1,2018-03-10,2018,3,2,6,0,0,338756,406507,1351635,1501367,3308611,1419904,720001,1063412,1773161,1656758,0,0,0,13540112
1,1,2018-03-11,2018,3,2,7,0,0,254067,542009,1422774,1498345,3160341,1599309,807301,1831374,1479229,1531757,0,0,0,14126506
1,1,2018-03-12,2018,3,3,1,0,0,536363,542009,1351635,1121922,2753810,1513070,655009,709469,1577828,724947,0,0,0,11486062
1,1,2018-03-13,2018,3,3,2,0,0,564593,858181,1280497,2764056,1842816,819346,1327554,907351,1213940,749982,0,0,0,12328316
1,1,2018-03-14,2018,3,3,3,0,0,169378,225837,533540,1955520,647787,440894,459665,515413,554015,416005,0,0,0,5918054
1,1,2018-03-15,2018,3,3,4,0,0,141148,293588,711386,1102513,788100,347746,580451,414328,529242,314750,0,0,0,5223252
1,1,2018-03-16,2018,3,3,5,0,0,338756,406507,640248,2055295,1303155,1375395,756364,962702,2448211,702538,0,0,0,10989171
1,1,2018-03-17,2018,3,3,6,0,0,536363,722678,1209358,2648079,1544437,1296493,886386,907107,1404389,1133974,0,0,0,12289264
1,1,2018-03-18,2018,3,3,7,0,0,366985,542009,640248,1461583,2961405,1063278,652871,1947785,1743976,722497,0,0,0,12102637
1,1,2018-03-19,2018,3,4,1,0,0,564593,542009,711387,914372,1841362,1103208,1168149,1850460,1722839,996070,0,0,0,11414449
1,1,2018-03-20,2018,3,4,2,0,0,508133,722678,711387,3610658,2125366,1212820,646289,757328,2088554,1241126,0,0,0,13624339
1,1,2018-03-21,2018,3,4,3,0,0,239952,271004,640247,981743,2340691,536015,352489,335820,430852,627418,0,0,0,6756231
1,1,2018-03-22,2018,3,4,4,0,0,141148,383923,426832,1757989,1052492,974449,544782,944292,868596,364421,0,0,0,7458924
1,1,2018-03-23,2018,3,4,5,0,0,395215,858181,1067081,3080277,3690617,982855,895244,1255215,1061049,1067334,0,0,0,14353068
1,1,2018-03-24,2018,3,4,6,0,0,479904,406507,1422774,1573100,1684855,1818009,975667,1212460,1470130,951597,0,0,0,11995003
1,1,2018-03-25,2018,3,4,7,0,0,479904,587176,711387,1439669,3185070,1342861,800231,1819568,1657625,693152,0,0,0,12716643
1,1,2018-03-26,2018,3,5,1,0,0,310526,632344,640248,2307912,1076782,1041863,720860,737932,1159972,1055450,0,0,0,9683889
1,1,2018-03-27,2018,3,5,2,0,0,479904,632344,711387,2815842,3174632,961747,563560,923923,1790146,871658,0,0,0,12925143
1,1,2018-03-28,2018,3,5,3,0,0,282296,338756,462401,939162,952472,918691,565998,627390,504200,209053,0,0,0,5800419
1,1,2018-03-29,2018,3,5,4,0,0,254067,248421,640247,1062192,1048016,650926,391139,330987,366772,225120,0,0,0,5217887
1,1,2018-03-30,2018,3,5,5,0,0,338756,903348,640248,2691054,2898094,814101,750054,841193,1667769,727934,0,0,0,12272551
1,1,2018-03-31,2018,3,5,6,0,0,395215,496841,782526,1528205,3084131,1407606,641992,994639,1489753,760442,0,0,0,11581350
1,1,2018-04-01,2018,3,5,7,0,0,310526,406507,1067081,2541148,2216531,1489209,987480,1132109,1659423,742545,0,0,0,12552559
1,1,2018-04-02,2018,4,1,1,0,0,508133,745262,1600620,1632514,5944821,1618028,842916,1869824,3200995,1922198,0,0,0,19885311
1,1,2018-04-03,2018,4,1,2,0,0,592822,609760,1173788,1953658,5555886,1980570,1502975,1538242,3341059,1754418,0,0,0,20003178
1,1,2018-04-04,2018,4,1,3,0,0,846889,609760,1280496,2446918,4094357,2506184,2079619,2318220,1463059,1532508,0,0,0,19178010
1,1,2018-04-05,2018,4,1,4,0,0,635167,880764,1920744,2381812,3050585,2250650,915335,1483503,1272616,2198795,0,0,0,16989971
1,1,2018-04-06,2018,4,1,5,0,0,232894,406507,960372,1049991,1376641,1113104,742656,938139,825496,545036,0,0,0,8190836
1,1,2018-04-07,2018,4,1,6,0,0,381100,338756,693602,2993864,2165861,756491,437294,1517028,1179167,517224,0,0,0,10980387
1,1,2018-04-08,2018,4,1,7,0,0,677511,1219520,1280496,2137778,4917534,2260832,2002202,1848636,3550527,1855060,0,0,0,21750096
1,1,2018-04-09,2018,4,2,1,0,0,550478,1287271,960372,5543705,5223788,999699,1389515,2030840,1377970,2126256,0,0,0,21489894
1,1,2018-04-10,2018,4,2,2,0,0,423444,677511,1173788,2852262,5227382,2348586,1534971,1904140,2568255,1248594,0,0,0,19958933
1,1,2018-04-11,2018,4,2,3,0,0,677511,609760,1173788,2544731,3220491,1733838,1847068,2773868,1724558,1449079,0,0,0,17754692
1,1,2018-04-12,2018,4,2,4,0,0,508133,745262,2134160,4839849,1584550,2111078,1262920,2200172,2266697,2237930,0,0,0,19890751
1,1,2018-04-13,2018,4,2,5,0,0,190550,677511,480186,1272923,2980819,459534,612638,1248243,812925,752174,0,0,0,9487503
1,1,2018-04-14,2018,4,2,6,0,0,423444,372631,960372,1112940,894964,1064340,627071,950499,1005298,566574,0,0,0,7978133
1,1,2018-04-15,2018,4,2,7,0,0,550478,1016267,2027452,2224282,6125826,1219981,2204023,1461807,3243640,1678947,0,0,0,21752703
1,1,2018-04-16,2018,4,3,1,0,0,508133,609760,960372,4016561,2126418,3152497,1575579,1528914,2598986,1767733,0,0,0,18844953
1,1,2018-04-17,2018,4,3,2,0,0,804544,1219520,1600620,3298694,1757151,2784710,1227058,2150558,3335963,1535514,0,0,0,19714332
1,1,2018-04-18,2018,4,3,3,0,0,762200,1287271,2027452,2040746,3711069,1491381,1399482,2031150,2008916,1984955,0,0,0,18744622
1,1,2018-04-19,2018,4,3,4,0,0,465789,880764,1173788,5984698,7096380,1321332,1509389,2145648,3136866,2241780,0,0,0,25956434
1,1,2018-04-20,2018,4,3,5,0,0,359928,474258,907018,1796558,1204976,763489,391847,932468,456504,685862,0,0,0,7972908
1,1,2018-04-21,2018,4,3,6,0,0,317583,338756,907018,1694870,4008256,620653,502636,664513,746292,666732,0,0,0,10467309
1,1,2018-04-22,2018,4,3,7,0,0,550478,609760,1600620,4353862,6449134,3207952,731487,1798343,2634984,1533090,0,0,0,23469710
1,1,2018-04-23,2018,4,4,1,0,0,465789,880764,1173788,1611836,1521329,2231937,1043023,876425,1438506,1787349,0,0,0,13030746
1,1,2018-04-24,2018,4,4,2,0,0,508133,745262,1814036,4675334,3053008,3001234,1139065,1790281,1792536,1315068,0,0,0,19833957
1,1,2018-04-25,2018,4,4,3,0,0,381100,948515,1707328,1440537,3828102,1971145,1194598,2905384,2618491,1850229,0,0,0,18845429
1,1,2018-04-26,2018,4,4,4,0,0,550478,1219520,1280496,2689482,2594592,2234408,1434949,1475695,3382395,1325776,0,0,0,18187791
1,1,2018-04-27,2018,4,4,5,0,0,423444,542009,960372,2009664,2415214,813402,623058,748381,1424052,663426,0,0,0,10623022
1,1,2018-04-28,2018,4,4,6,0,0,190550,677511,1067080,1091875,1789007,771715,552160,1235733,1397630,634043,0,0,0,9407304
1,1,2018-04-29,2018,4,4,7,0,0,465789,609760,960372,5664562,2312423,2710005,843746,1450396,1722113,791193,0,0,0,17530359
1,1,2018-04-30,2018,4,5,1,0,0,465789,1016267,2027452,1559274,3278032,1600694,1357996,2191803,1928668,1107210,0,0,0,16533185
1,1,2018-05-01,2018,4,5,2,0,0,592822,745262,1173788,4423159,4708542,3157038,1034297,2238382,1229908,1432851,0,0,0,20736049
1,1,2018-05-02,2018,4,5,3,0,0,330750,524987,1101468,830340,448853,1563033,1596256,1851671,1639494,1149589,0,0,0,11036441
1,1,2018-05-03,2018,4,5,4,0,0,308700,373366,1185741,568333,958532,1465644,1281005,1789407,1100372,554691,0,0,0,9585791
1,1,2018-05-04,2018,4,5,5,0,0,308700,354181,750209,1242387,475322,1296528,2509875,2110115,2339186,1469598,0,0,0,12856101
1,1,2018-05-05,2018,4,5,6,0,0,418950,513391,1138589,461902,736008,1354867,2742285,1622970,1377332,2026518,0,0,0,12392812
1,1,2018-05-06,2018,4,5,7,0,0,242550,844674,565533,472230,967424,1092617,1717999,2599586,1677250,847066,0,0,0,11026929
1,1,2018-05-07,2018,5,1,1,0,0,529200,915670,2729038,1754904,1937040,3719444,3523450,4500734,7022530,3042904,0,0,0,29674914
1,1,2018-05-08,2018,5,1,2,0,0,388080,942992,1474396,1689178,2359578,1686555,3339329,3291938,3388633,1715833,0,0,0,20276512
1,1,2018-05-09,2018,5,1,3,0,0,330750,555610,1218040,950744,1060933,1254897,1716494,2502981,2342092,1647592,0,0,0,13580133
1,1,2018-05-10,2018,5,1,4,0,0,264600,497692,1194255,692770,612152,1510994,2273016,2099611,2364044,1029716,0,0,0,12538850
1,1,2018-05-11,2018,5,1,5,0,0,308700,246982,373510,1098795,852678,693367,1044252,1930611,1802314,1347195,0,0,0,9698404
1,1,2018-05-12,2018,5,1,6,0,0,396900,797124,850924,499660,710133,1387309,2557302,2988427,1190325,831371,0,0,0,12209475
1,1,2018-05-13,2018,5,1,7,0,0,242550,410735,652497,1251222,845043,851680,1524466,1323692,1432209,1574325,0,0,0,10108419
1,1,2018-05-14,2018,5,2,1,0,0,617400,1078869,2380026,2456563,1611910,1947545,2298982,3028317,4497444,3333021,0,0,0,23250077
1,1,2018-05-15,2018,5,2,2,0,0,529200,465332,760040,1838438,905337,2140569,3621814,2149313,2605073,2243097,0,0,0,17258213
1,1,2018-05-16,2018,5,2,3,0,0,220500,668030,617548,774866,809068,1056866,1351063,2477842,2115665,1223563,0,0,0,11315011
1,1,2018-05-17,2018,5,2,4,0,0,330750,609774,839152,729450,877794,585315,2574035,1961055,1693304,917017,0,0,0,11117646
1,1,2018-05-18,2018,5,2,5,0,0,198450,475157,1190214,1036958,690967,1117602,1751956,2444256,1913013,1032071,0,0,0,11850644
1,1,2018-05-19,2018,5,2,6,0,0,198450,450255,408490,740433,790548,793217,2027378,2254821,2316469,972270,0,0,0,10952331
1,1,2018-05-20,2018,5,2,7,0,0,374850,796587,812618,1051443,510709,916683,1647790,2763371,1803474,878071,0,0,0,11555596
1,1,2018-05-21,2018,5,3,1,0,0,749700,1129990,1131248,1509114,1537005,3789276,2714802,3692799,3735718,2315774,0,0,0,22305426
1,1,2018-05-22,2018,5,3,2,0,0,599760,711167,708273,1204278,1974336,1585665,3234937,4631732,4814958,2145966,0,0,0,21611072
1,1,2018-05-23,2018,5,3,3,0,0,242550,536742,411397,1172405,564232,1195868,2308640,1213119,2671740,1027076,0,0,0,11343769
1,1,2018-05-24,2018,5,3,4,0,0,441000,770055,736552,415598,885219,1877136,2380655,1626637,1226780,1269164,0,0,0,11628796
1,1,2018-05-25,2018,5,3,5,0,0,308700,1085588,583985,846390,1170948,1463950,2006204,1238204,2903696,1433514,0,0,0,13041179
1,1,2018-05-26,2018,5,3,6,0,0,396900,734552,779511,1096585,821453,910710,2627293,2167405,1534374,1267449,0,0,0,12336232
1,1,2018-05-27,2018,5,3,7,0,0,242550,629036,516296,535978,338928,1092972,1785506,1824853,2383689,760086,0,0,0,10109894
1,1,2018-05-28,2018,5,4,1,0,0,485100,898587,1125125,2244364,1056167,2501314,4234603,6819508,6933607,2375807,0,0,0,28674182
1,1,2018-05-29,2018,5,4,2,0,0,635040,951857,2757260,2508217,1797859,3248724,5546165,3296978,2510213,2017093,0,0,0,25269406
1,1,2018-05-30,2018,5,4,3,0,0,396900,759700,1516276,1199797,968405,1788501,2784827,3741639,3435370,2318440,0,0,0,18909855
1,1,2018-05-31,2018,5,4,4,0,0,297675,944167,1494582,884701,1130166,1140768,2099042,1527243,2377272,996784,0,0,0,12892400
1,1,2018-06-01,2018,5,4,5,0,0,297675,495708,595816,1415042,1454940,1644410,2899908,1521243,3076596,2028088,0,0,0,15429426
1,1,2018-06-02,2018,5,4,6,0,0,595350,754543,1153948,955627,1277120,1179042,2108471,1816942,2030897,1199047,0,0,0,13070987
1,1,2018-06-03,2018,5,4,7,0,0,463050,978912,875880,1276855,1548183,1275672,1762346,2360250,2431155,946201,0,0,0,13918504
1,1,2018-06-04,2018,6,1,1,0,0,463050,1098768,1465892,876275,1837208,1833716,3031367,5300462,2813379,1490067,0,0,0,20210184
1,1,2018-06-05,2018,6,1,2,0,0,562275,1744303,1038912,1448225,619519,2719414,2328900,2729174,2587866,1796157,0,0,0,17574745
1,1,2018-06-06,2018,6,1,3,0,0,1124550,1034223,1950890,1943546,2760906,2872429,7212307,4935552,5085827,2086814,0,0,0,31007044
1,1,2018-06-07,2018,6,1,4,0,0,899640,1217511,2568825,2056154,2763367,1947070,2737497,7795046,7036691,3235642,0,0,0,32257443
1,1,2018-06-08,2018,6,1,5,0,0,628425,628436,433085,520888,781050,1451163,3772890,4610034,2425110,2029868,0,0,0,17280949
1,1,2018-06-09,2018,6,1,6,0,0,363825,1545296,577558,530844,697134,2151335,1728553,3253953,3044595,1347501,0,0,0,15240594
1,1,2018-06-10,2018,6,1,7,0,0,297675,1410838,1187320,1832474,640397,2742612,2344609,2613060,2022359,2959543,0,0,0,18050887
1,1,2018-06-11,2018,6,2,1,0,0,429975,413838,512267,1381538,1390494,1601070,1653255,3681948,2194102,2193047,0,0,0,15451534
1,1,2018-06-12,2018,6,2,2,0,0,661500,1040998,1291802,1148023,1678099,1943147,3162752,2184760,1666247,2583508,0,0,0,17360836
1,1,2018-06-13,2018,6,2,3,0,0,727650,2665966,2431424,3001304,2343371,2130737,4426171,5439829,3487022,5756394,0,0,0,32409868
1,1,2018-06-14,2018,6,2,4,0,0,952560,1501655,2863614,1799464,1793116,1708825,3621097,7517219,9672565,2694617,0,0,0,34124732
1,1,2018-06-15,2018,6,2,5,0,0,496125,529709,1535894,1864681,1983727,1590750,3540964,2087444,1185907,890217,0,0,0,15705418
1,1,2018-06-16,2018,6,2,6,0,0,429975,1800220,946901,931725,642426,2176574,2129474,1973182,3425481,1530785,0,0,0,15986743
1,1,2018-06-17,2018,6,2,7,0,0,429975,744481,1109313,2102183,1040502,1542457,1134036,2154550,3215432,1828003,0,0,0,15300932
1,1,2018-06-18,2018,6,3,1,0,0,529200,837045,1104169,1187771,1043311,1495958,1277309,2255854,3919476,1423586,0,0,0,15073679
1,1,2018-06-19,2018,6,3,2,0,0,429975,643239,1565411,708840,1335489,2731208,4962346,3357669,3153332,1888296,0,0,0,20775805
1,1,2018-06-20,2018,6,3,3,0,0,595350,1683081,2510204,2593164,2487993,5607739,6882551,6307793,5168465,4245685,0,0,0,38082025
1,1,2018-06-21,2018,6,3,4,0,0,635040,1966740,2414679,3907294,3179628,2735336,3706269,9064929,5553378,3288315,0,0,0,36451608
1,1,2018-06-22,2018,6,3,5,0,0,297675,1095322,2215658,1537466,773914,1496112,1782876,2463294,1895802,1418107,0,0,0,14976226
1,1,2018-06-23,2018,6,3,6,0,0,396900,1153352,600911,1127612,1642972,1598476,3033993,4360746,2309839,1588093,0,0,0,17812894
1,1,2018-06-24,2018,6,3,7,0,0,396900,1081092,1692056,1137692,1166888,1489706,2815090,4706874,1459708,1600478,0,0,0,17546484
1,1,2018-06-25,2018,6,4,1,0,0,463050,742936,1679202,1474702,1008238,857483,2281993,3737923,1444073,1427356,0,0,0,15116956
1,1,2018-06-26,2018,6,4,2,0,0,330750,1576363,1004327,529172,819622,2612275,2051092,2753673,4160448,1432946,0,0,0,17270668
1,1,2018-06-27,2018,6,4,3,0,0,992250,1850166,2017291,2386336,2238374,3343456,7631865,4375023,10123944,5009326,0,0,0,39968031
1,1,2018-06-28,2018,6,4,4,0,0,899640,1379332,1059518,2756856,1866358,3840918,5190744,7676547,10044399,4332140,0,0,0,39046452
1,1,2018-06-29,2018,6,4,5,0,0,661500,888100,1971727,1706758,1704530,1861262,1703689,3027102,2308413,2315040,0,0,0,18148121
1,1,2018-06-30,2018,6,4,6,0,0,595350,854724,1079796,1007881,1097951,1114143,2059947,3403206,3497679,1476786,0,0,0,16187463
1,1,2018-07-01,2018,6,4,7,0,0,595350,1080866,905768,1841212,650550,1692773,1386563,3732833,1275386,1046625,0,0,0,14207926
1,1,2018-07-02,2018,7,1,1,0,0,423444,903348,1422774,2804030,2247432,1945982,742484,1047425,955647,661802,0,0,0,13154368
1,1,2018-07-03,2018,7,1,2,0,0,508133,677511,1067081,1625825,1695350,1400441,479535,1430358,1506605,911218,0,0,0,11302057
1,1,2018-07-04,2018,7,1,3,0,0,338756,677511,853664,855998,2610256,813691,962977,1693715,1159112,1330250,0,0,0,11295930
1,1,2018-07-05,2018,7,1,4,0,0,310526,722678,924803,914575,4806574,931389,1134920,1941612,2197143,1844388,0,0,0,15728608
1,1,2018-07-06,2018,7,1,5,0,0,127033,293588,426832,646233,1323611,569405,427036,597234,645811,324836,0,0,0,5381619
1,1,2018-07-07,2018,7,1,6,0,0,268181,429090,711386,591933,2426932,794252,255683,387892,955846,571508,0,0,0,7392703
1,1,2018-07-08,2018,7,1,7,0,0,564593,813013,711387,2920254,4390106,909389,776649,780907,2359107,979152,0,0,0,15204557
1,1,2018-07-09,2018,7,2,1,0,0,395215,632344,782526,1351230,3113987,1825591,780001,736208,1300318,828379,0,0,0,11745799
1,1,2018-07-10,2018,7,2,2,0,0,282296,406507,782526,2497242,1931320,1505232,552364,2060296,821794,1106269,0,0,0,11945846
1,1,2018-07-11,2018,7,2,3,0,0,310526,632344,711387,1234114,1457899,1157053,1113515,780416,1820571,1120373,0,0,0,10338198
1,1,2018-07-12,2018,7,2,4,0,0,254067,903348,1067081,2245796,3480874,968318,1483737,1451762,1040520,954523,0,0,0,13850026
1,1,2018-07-13,2018,7,2,5,0,0,225837,271004,391262,1271088,896936,930776,337087,331337,654745,448006,0,0,0,5758078
1,1,2018-07-14,2018,7,2,6,0,0,169378,383923,462401,648537,591075,579576,451462,448855,721694,209833,0,0,0,4666734
1,1,2018-07-15,2018,7,2,7,0,0,564593,813013,853664,2877413,1403398,1375395,889840,2032371,1803945,702538,0,0,0,13316170
