id,department_id,created_at,updated_at,sale_date,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twenty_one,twenty_two,twenty_three,twenty_four,store_id,week,month,year,day_number
26,1,2018-11-19 14:10:35.737544,2018-11-19 14:10:35.737544,2018-01-26,0,266618,277283,298612,388196,597225,507641,477780,686808,1015282,1343756,1045143,716670,0,0,0,1,4,1,2018,5
27,1,2018-11-19 14:10:35.766845,2018-11-19 14:10:35.766845,2018-01-27,0,284559,295941,318706,414317,637411,541799,509929,733023,1083599,1434175,1115469,764893,0,0,0,1,4,1,2018,6
28,1,2018-11-19 14:10:35.798055,2018-11-19 14:10:35.798055,2018-01-28,0,255980,266219,286697,372706,573394,487385,458715,659403,974770,1290137,1003440,688073,0,0,0,1,4,1,2018,7
29,1,2018-11-19 14:10:35.81862,2018-11-19 14:10:35.81862,2018-01-29,0,198027,205948,221790,288327,443580,377043,354864,510117,754085,998054,776264,532296,0,0,0,1,1,2,2018,1
30,1,2018-11-19 14:10:35.841336,2018-11-19 14:10:35.841336,2018-01-30,0,200007,208007,224008,291210,448015,380813,358412,515218,761626,1008035,784027,537619,0,0,0,1,1,2,2018,2
31,1,2018-11-19 14:10:35.903765,2018-11-19 14:10:35.903765,2018-01-31,0,207928,216245,232879,302743,465759,395895,372607,535622,791790,1047957,815078,558910,0,0,0,1,1,2,2018,3
32,1,2018-11-19 14:10:35.953316,2018-11-19 14:10:35.953316,2018-02-01,0,209908,218305,235097,305626,470194,399665,376156,540724,799331,1057937,822840,564233,0,0,0,1,1,2,2018,4
33,1,2018-11-19 14:10:36.004358,2018-11-19 14:10:36.004358,2018-02-02,0,237632,247137,266148,345992,532296,452451,425836,612140,904903,1197665,931517,638755,0,0,0,1,1,2,2018,5
34,1,2018-11-19 14:10:36.050469,2018-11-19 14:10:36.050469,2018-02-03,0,261395,271851,292763,380591,585525,497696,468420,673354,995393,1317432,1024669,702630,0,0,0,1,1,2,2018,6
35,1,2018-11-19 14:10:36.097785,2018-11-19 14:10:36.097785,2018-02-04,0,256643,266908,287440,373672,574879,488647,459903,661111,977295,1293478,1006039,689855,0,0,0,1,1,2,2018,7
36,1,2018-11-19 14:10:36.132865,2018-11-19 14:10:36.132865,2018-02-05,0,192086,199769,215136,279677,430272,365731,344218,494813,731463,968113,752976,516327,0,0,0,1,2,2,2018,1
37,1,2018-11-19 14:10:36.170032,2018-11-19 14:10:36.170032,2018-02-06,0,210086,218490,235297,305886,470594,400005,376475,541183,800009,1058836,823539,564712,0,0,0,1,2,2,2018,2
38,1,2018-11-19 14:10:36.206882,2018-11-19 14:10:36.206882,2018-02-07,0,212087,220570,237537,308798,475074,403813,380059,546335,807625,1068916,831379,570089,0,0,0,1,2,2,2018,3
39,1,2018-11-19 14:10:36.258194,2018-11-19 14:10:36.258194,2018-02-08,0,217255,225945,243326,316323,486651,413654,389321,559649,827307,1094965,851640,583981,0,0,0,1,2,2,2018,4
40,1,2018-11-19 14:10:36.288741,2018-11-19 14:10:36.288741,2018-02-09,0,237870,247384,266414,346338,532828,452904,426262,612752,905807,1198863,932449,639393,0,0,0,1,2,2,2018,5
41,1,2018-11-19 14:10:36.3432,2018-11-19 14:10:36.3432,2018-02-10,0,258781,269132,289835,376785,579670,492719,463736,666620,985439,1304257,1014422,695604,0,0,0,1,2,2,2018,6
42,1,2018-11-19 14:10:36.371338,2018-11-19 14:10:36.371338,2018-02-11,0,256899,267175,287727,374045,575454,489136,460363,661772,978272,1294772,1007045,690545,0,0,0,1,2,2,2018,7
43,1,2018-11-19 14:10:36.403123,2018-11-19 14:10:36.403123,2018-02-12,0,194007,201767,217287,282474,434575,369389,347660,499761,738777,977794,760506,521490,0,0,0,1,3,2,2018,1
44,1,2018-11-19 14:10:36.449054,2018-11-19 14:10:36.449054,2018-02-13,0,193280,201011,216473,281415,432946,368004,346357,497888,736008,974129,757656,519535,0,0,0,1,3,2,2018,2
45,1,2018-11-19 14:10:36.482237,2018-11-19 14:10:36.482237,2018-02-14,0,214207,222776,239912,311886,479825,407851,383860,551798,815702,1079605,839693,575789,0,0,0,1,3,2,2018,3
46,1,2018-11-19 14:10:36.50471,2018-11-19 14:10:36.50471,2018-02-15,0,215082,223686,240892,313160,481785,409517,385428,554052,819034,1084016,843123,578142,0,0,0,1,3,2,2018,4
47,1,2018-11-19 14:10:36.555371,2018-11-19 14:10:36.555371,2018-02-16,0,249763,259754,279735,363655,559469,475549,447575,643390,951098,1258806,979071,671363,0,0,0,1,3,2,2018,5
48,1,2018-11-19 14:10:36.587632,2018-11-19 14:10:36.587632,2018-02-17,0,269132,279898,301428,391857,602857,512428,482285,693285,1024856,1356428,1054999,723428,0,0,0,1,3,2,2018,6
49,1,2018-11-19 14:10:36.639009,2018-11-19 14:10:36.639009,2018-02-18,0,254330,264503,284850,370305,569700,484245,455760,655155,968489,1281824,996974,683639,0,0,0,1,3,2,2018,7
50,1,2018-11-19 14:10:36.682027,2018-11-19 14:10:36.682027,2018-02-19,0,195947,203785,219460,285298,438921,373083,351137,504759,746165,987572,768111,526705,0,0,0,1,4,2,2018,1
51,1,2018-11-19 14:10:36.716315,2018-11-19 14:10:36.716315,2018-02-20,0,177817,184930,199155,258902,398310,338564,318648,458057,677128,896199,697043,477973,0,0,0,1,4,2,2018,2
52,1,2018-11-19 14:10:36.750832,2018-11-19 14:10:36.750832,2018-02-21,0,216349,225003,242311,315005,484623,411929,387698,557316,823859,1090401,848090,581547,0,0,0,1,4,2,2018,3
53,1,2018-11-19 14:10:36.805679,2018-11-19 14:10:36.805679,2018-02-22,0,212932,221449,238483,310028,476967,405422,381574,548512,810844,1073175,834692,572360,0,0,0,1,4,2,2018,4
54,1,2018-11-19 14:10:36.855786,2018-11-19 14:10:36.855786,2018-02-23,0,262251,272741,293721,381838,587443,499326,469954,675559,998653,1321746,1028025,704931,0,0,0,1,4,2,2018,5
55,1,2018-11-19 14:10:36.890251,2018-11-19 14:10:36.890251,2018-02-24,0,279898,291094,313485,407531,626971,532925,501577,721017,1065851,1410685,1097199,752365,0,0,0,1,4,2,2018,6
56,1,2018-11-19 14:10:36.918648,2018-11-19 14:10:36.918648,2018-02-25,0,251787,261858,282001,366602,564003,479402,451202,648603,958804,1269006,987005,676803,0,0,0,1,4,2,2018,7
57,1,2018-11-19 14:10:36.950105,2018-11-19 14:10:36.950105,2018-02-26,0,202500,210600,226800,294840,453600,385560,362880,521640,771120,1020600,793800,544320,0,0,0,1,1,3,2018,1
58,1,2018-11-19 14:10:36.974347,2018-11-19 14:10:36.974347,2018-02-27,0,204525,212706,229068,297788,458136,389416,366509,526856,778831,1030806,801738,549763,0,0,0,1,1,3,2018,2
59,1,2018-11-19 14:10:37.016491,2018-11-19 14:10:37.016491,2018-02-28,0,212625,221130,238140,309582,476280,404838,381024,547722,809676,1071630,833490,571536,0,0,0,1,1,3,2018,3
60,1,2018-11-19 14:10:37.058459,2018-11-19 14:10:37.058459,2018-03-01,0,214650,223236,240408,312530,480816,408694,384653,552938,817387,1081836,841428,576979,0,0,0,1,1,3,2018,4
61,1,2018-11-19 14:10:37.095796,2018-11-19 14:10:37.095796,2018-03-02,0,243000,252720,272160,353808,544320,462672,435456,625968,925344,1224720,952560,653184,0,0,0,1,1,3,2018,5
62,1,2018-11-19 14:10:37.123941,2018-11-19 14:10:37.123941,2018-03-03,0,267300,277992,299376,389189,598752,508939,479002,688565,1017878,1347192,1047816,718502,0,0,0,1,1,3,2018,6
63,1,2018-11-19 14:10:37.165792,2018-11-19 14:10:37.165792,2018-03-04,0,262440,272938,293933,382113,587866,499686,470292,676045,999372,1322698,1028765,705439,0,0,0,1,1,3,2018,7
64,1,2018-11-19 14:10:37.196271,2018-11-19 14:10:37.196271,2018-03-05,0,196425,204282,219996,285995,439992,373993,351994,505991,747986,989982,769986,527990,0,0,0,1,2,3,2018,1
65,1,2018-11-19 14:10:37.224219,2018-11-19 14:10:37.224219,2018-03-06,0,214832,223426,240612,312796,481224,409041,384979,553408,818081,1082755,842142,577469,0,0,0,1,2,3,2018,2
66,1,2018-11-19 14:10:37.268146,2018-11-19 14:10:37.268146,2018-03-07,0,216878,225553,242903,315774,485806,412935,388644,558676,825870,1093063,850160,582967,0,0,0,1,2,3,2018,3
67,1,2018-11-19 14:10:37.290443,2018-11-19 14:10:37.290443,2018-03-08,0,222163,231049,248822,323469,497645,422998,398116,572291,845996,1119700,870878,597173,0,0,0,1,2,3,2018,4
68,1,2018-11-19 14:10:37.312856,2018-11-19 14:10:37.312856,2018-03-09,0,243243,252973,272432,354162,544864,463135,435891,626594,926269,1225945,953513,653837,0,0,0,1,2,3,2018,5
69,1,2018-11-19 14:10:37.339939,2018-11-19 14:10:37.339939,2018-03-10,0,264627,275212,296382,385297,592764,503850,474212,681679,1007700,1333720,1037338,711317,0,0,0,1,2,3,2018,6
70,1,2018-11-19 14:10:37.369587,2018-11-19 14:10:37.369587,2018-03-11,0,262702,273211,294227,382495,588453,500185,470763,676721,1000371,1324020,1029794,706144,0,0,0,1,2,3,2018,7
71,1,2018-11-19 14:10:37.400725,2018-11-19 14:10:37.400725,2018-03-12,0,197942,205860,221695,290177,446425,379462,357140,513389,758923,1004457,781245,535711,0,0,0,1,3,3,2018,1
72,1,2018-11-19 14:10:37.432245,2018-11-19 14:10:37.432245,2018-03-13,0,199921,207918,223912,293078,450890,383256,360712,518523,766513,1014502,789057,541068,0,0,0,1,3,3,2018,2
73,1,2018-11-19 14:10:37.466787,2018-11-19 14:10:37.466787,2018-03-14,0,207839,216153,232780,304685,468747,398435,374997,539059,796870,1054680,820307,562496,0,0,0,1,3,3,2018,3
74,1,2018-11-19 14:10:37.540538,2018-11-19 14:10:37.540538,2018-03-15,0,209818,218211,234997,307587,473211,402229,378569,544193,804459,1064725,828119,567853,0,0,0,1,3,3,2018,4
75,1,2018-11-19 14:10:37.584404,2018-11-19 14:10:37.584404,2018-03-16,0,237530,247031,266034,348212,535711,455354,428568,616067,910708,1205349,937494,642853,0,0,0,1,3,3,2018,5
76,1,2018-11-19 14:10:37.615474,2018-11-19 14:10:37.615474,2018-03-17,0,261283,271735,292637,383033,589282,500889,471425,677674,1001779,1325884,1031243,707138,0,0,0,1,3,3,2018,6
77,1,2018-11-19 14:10:37.651125,2018-11-19 14:10:37.651125,2018-03-18,0,256533,266794,287317,376069,578567,491782,462854,665353,983565,1301777,1012493,694281,0,0,0,1,3,3,2018,7
78,1,2018-11-19 14:10:37.678043,2018-11-19 14:10:37.678043,2018-03-19,0,192004,199684,215044,281471,433033,368078,346426,497988,736156,974324,757807,519639,0,0,0,1,4,3,2018,1
79,1,2018-11-19 14:10:37.714912,2018-11-19 14:10:37.714912,2018-03-20,0,209997,218396,235196,307848,473613,402571,378890,544655,805142,1065629,828822,568335,0,0,0,1,4,3,2018,2
80,1,2018-11-19 14:10:37.754956,2018-11-19 14:10:37.754956,2018-03-21,0,211996,220476,237435,310779,478122,406403,382497,549840,812807,1075774,836713,573746,0,0,0,1,4,3,2018,3
81,1,2018-11-19 14:10:37.787078,2018-11-19 14:10:37.787078,2018-03-22,0,217162,225849,243221,316188,486443,413477,389154,559409,826953,1094497,851275,583732,0,0,0,1,4,3,2018,4
82,1,2018-11-19 14:10:37.812713,2018-11-19 14:10:37.812713,2018-03-23,0,237768,247278,266300,346190,532600,452710,426080,612490,905420,1198350,932050,639120,0,0,0,1,4,3,2018,5
83,1,2018-11-19 14:10:37.839962,2018-11-19 14:10:37.839962,2018-03-24,0,258670,269017,289711,376624,579422,492509,463537,666335,985017,1303699,1013988,695306,0,0,0,1,4,3,2018,6
84,1,2018-11-19 14:10:37.857142,2018-11-19 14:10:37.857142,2018-03-25,0,256789,267061,287604,373885,575208,488927,460166,661489,977853,1294218,1006614,690249,0,0,0,1,4,3,2018,7
85,1,2018-11-19 14:10:37.90368,2018-11-19 14:10:37.90368,2018-03-26,0,193924,201681,217194,282353,434389,369231,347511,499547,738461,977375,760181,521267,0,0,0,1,5,3,2018,1
86,1,2018-11-19 14:10:37.923698,2018-11-19 14:10:37.923698,2018-03-27,0,193197,200925,216380,281295,432761,367847,346209,497675,735693,973712,757332,519313,0,0,0,1,5,3,2018,2
87,1,2018-11-19 14:10:38.1015,2018-11-19 14:10:38.1015,2018-03-28,0,214116,222680,239810,311752,479619,407676,383695,551562,815353,1079143,839334,575543,0,0,0,1,5,3,2018,3
88,1,2018-11-19 14:10:38.129835,2018-11-19 14:10:38.129835,2018-03-29,0,214990,223590,240789,313026,481579,409342,385263,553815,818683,1083552,842762,577894,0,0,0,1,5,3,2018,4
89,1,2018-11-19 14:10:38.190525,2018-11-19 14:10:38.190525,2018-03-30,0,249656,259642,279615,363499,559230,475345,447384,643114,950691,1258267,978652,671076,0,0,0,1,5,3,2018,5
90,1,2018-11-19 14:10:38.22027,2018-11-19 14:10:38.22027,2018-03-31,0,269017,279778,301299,391689,602599,512209,482079,692988,1024418,1355847,1054548,723118,0,0,0,1,5,3,2018,6
91,1,2018-11-19 14:10:38.254005,2018-11-19 14:10:38.254005,2018-04-01,0,254221,264390,284728,370146,569456,484037,455565,654874,968075,1281275,996548,683347,0,0,0,1,5,3,2018,7
92,1,2018-11-19 14:10:38.283582,2018-11-19 14:10:38.283582,2018-04-02,0,195863,203697,219366,285176,438733,372923,350986,504543,745846,987149,767783,526479,0,0,0,1,1,4,2018,1
93,1,2018-11-19 14:10:38.305618,2018-11-19 14:10:38.305618,2018-04-03,0,177741,184851,199070,258791,398140,338419,318512,457861,676838,895815,696745,477768,0,0,0,1,1,4,2018,2
94,1,2018-11-19 14:10:38.324801,2018-11-19 14:10:38.324801,2018-04-04,0,216257,224907,242208,314870,484415,411753,387532,557078,823506,1089935,847727,581298,0,0,0,1,1,4,2018,3
95,1,2018-11-19 14:10:38.354684,2018-11-19 14:10:38.354684,2018-04-05,0,212841,221354,238381,309896,476763,405248,381410,548277,810497,1072716,834335,572115,0,0,0,1,1,4,2018,4
96,1,2018-11-19 14:10:38.389878,2018-11-19 14:10:38.389878,2018-04-06,0,262139,272625,293596,381674,587191,499113,469753,675270,998225,1321180,1027585,704630,0,0,0,1,1,4,2018,5
97,1,2018-11-19 14:10:38.431444,2018-11-19 14:10:38.431444,2018-04-07,0,279778,290969,313351,407357,626703,532697,501362,720708,1065394,1410081,1096730,752043,0,0,0,1,1,4,2018,6
98,1,2018-11-19 14:10:38.466706,2018-11-19 14:10:38.466706,2018-04-08,0,251679,261746,281881,366445,563761,479197,451009,648325,958394,1268463,986582,676513,0,0,0,1,1,4,2018,7
99,1,2018-11-19 14:10:38.514173,2018-11-19 14:10:38.514173,2018-04-09,0,194700,202488,218064,283483,436128,370708,348902,501547,741417,981287,763223,523353,0,0,0,1,2,4,2018,1
100,1,2018-11-19 14:10:38.537747,2018-11-19 14:10:38.537747,2018-04-10,0,196647,204513,220244,286318,440489,374415,352391,506562,748831,991100,770855,528587,0,0,0,1,2,4,2018,2
101,1,2018-11-19 14:10:38.56873,2018-11-19 14:10:38.56873,2018-04-11,0,204435,212612,228967,297657,457934,389244,366347,526624,778488,1030351,801384,549521,0,0,0,1,2,4,2018,3
102,1,2018-11-19 14:10:38.601393,2018-11-19 14:10:38.601393,2018-04-12,0,206382,214637,231148,300492,462295,392951,369836,531639,785902,1040164,809017,554754,0,0,0,1,2,4,2018,4
103,1,2018-11-19 14:10:38.650211,2018-11-19 14:10:38.650211,2018-04-13,0,233640,242985,261677,340179,523353,444850,418682,601856,889700,1177544,915868,628024,0,0,0,1,2,4,2018,5
104,1,2018-11-19 14:10:38.671668,2018-11-19 14:10:38.671668,2018-04-14,0,257004,267284,287844,374197,575688,489335,460551,662042,978670,1295299,1007455,690826,0,0,0,1,2,4,2018,6
105,1,2018-11-19 14:10:38.71238,2018-11-19 14:10:38.71238,2018-04-15,0,252331,262424,282611,367394,565221,480438,452177,650004,960876,1271748,989137,678266,0,0,0,1,2,4,2018,7
106,1,2018-11-19 14:10:38.740387,2018-11-19 14:10:38.740387,2018-04-16,0,188859,196413,211522,274978,423044,359587,338435,486500,719174,951848,740326,507652,0,0,0,1,3,4,2018,1
107,1,2018-11-19 14:10:38.772831,2018-11-19 14:10:38.772831,2018-04-17,0,206557,214819,231344,300747,462688,393285,370150,532091,786569,1041047,809703,555225,0,0,0,1,3,4,2018,2
108,1,2018-11-19 14:10:38.800293,2018-11-19 14:10:38.800293,2018-04-18,0,208523,216864,233546,303610,467093,397029,373674,537156,794057,1050958,817412,560511,0,0,0,1,3,4,2018,3
109,1,2018-11-19 14:10:38.845838,2018-11-19 14:10:38.845838,2018-04-19,0,213605,222149,239238,311009,478476,406704,382780,550247,813408,1076570,837332,574171,0,0,0,1,3,4,2018,4
110,1,2018-11-19 14:10:38.884921,2018-11-19 14:10:38.884921,2018-04-20,0,233873,243228,261938,340520,523876,445295,419101,602458,890590,1178722,916784,628652,0,0,0,1,3,4,2018,5
111,1,2018-11-19 14:10:38.914036,2018-11-19 14:10:38.914036,2018-04-21,0,254434,264611,284966,370455,569931,484442,455945,655421,968883,1282346,997380,683918,0,0,0,1,3,4,2018,6
112,1,2018-11-19 14:10:38.940908,2018-11-19 14:10:38.940908,2018-04-22,0,252583,262687,282893,367761,565786,480919,452629,650654,961837,1273020,990126,678944,0,0,0,1,3,4,2018,7
113,1,2018-11-19 14:10:38.974323,2018-11-19 14:10:38.974323,2018-04-23,0,190747,198377,213637,277728,427274,363183,341819,491365,726366,961367,747730,512729,0,0,0,1,4,4,2018,1
114,1,2018-11-19 14:10:39.00506,2018-11-19 14:10:39.00506,2018-04-24,0,190032,197634,212836,276687,425673,361822,340538,489524,723644,957764,744927,510807,0,0,0,1,4,4,2018,2
115,1,2018-11-19 14:10:39.023906,2018-11-19 14:10:39.023906,2018-04-25,0,210609,219033,235882,306646,471764,400999,377411,542528,801998,1061468,825586,566116,0,0,0,1,4,4,2018,3
116,1,2018-11-19 14:10:39.057062,2018-11-19 14:10:39.057062,2018-04-26,0,211469,219928,236845,307899,473691,402637,378953,544744,805274,1065804,828959,568429,0,0,0,1,4,4,2018,4
117,1,2018-11-19 14:10:39.100646,2018-11-19 14:10:39.100646,2018-04-27,0,245567,255390,275035,357546,550070,467560,440056,632581,935119,1237658,962623,660084,0,0,0,1,4,4,2018,5
118,1,2018-11-19 14:10:39.123683,2018-11-19 14:10:39.123683,2018-04-28,0,264611,275195,296364,385274,592729,503819,474183,681638,1007639,1333640,1037275,711274,0,0,0,1,4,4,2018,6
119,1,2018-11-19 14:10:39.164813,2018-11-19 14:10:39.164813,2018-04-29,0,250057,260060,280064,364084,560129,476109,448103,644148,952219,1260289,980225,672154,0,0,0,1,4,4,2018,7
120,1,2018-11-19 14:10:39.203392,2018-11-19 14:10:39.203392,2018-04-30,0,192655,200361,215773,280505,431547,366815,345238,496279,733630,970980,755207,517856,0,0,0,1,1,5,2018,1
121,1,2018-11-19 14:10:39.231341,2018-11-19 14:10:39.231341,2018-05-01,0,174830,181823,195809,254552,391619,332876,313295,450362,665752,881142,685333,469943,0,0,0,1,1,5,2018,2
122,1,2018-11-19 14:10:39.270398,2018-11-19 14:10:39.270398,2018-05-02,0,212715,221223,238241,309713,476481,405009,381185,547953,810018,1072083,833842,571777,0,0,0,1,1,5,2018,3
123,1,2018-11-19 14:10:39.295212,2018-11-19 14:10:39.295212,2018-05-03,0,209354,217729,234477,304820,468954,398611,375163,539297,797222,1055146,820669,562745,0,0,0,1,1,5,2018,4
124,1,2018-11-19 14:10:39.323273,2018-11-19 14:10:39.323273,2018-05-04,0,257845,268159,288787,375423,577574,490938,462059,664210,981875,1299541,1010754,693088,0,0,0,1,1,5,2018,5
125,1,2018-11-19 14:10:39.363599,2018-11-19 14:10:39.363599,2018-05-05,0,275195,286203,308219,400685,616438,523972,493150,708904,1047944,1386985,1078766,739725,0,0,0,1,1,5,2018,6
126,1,2018-11-19 14:10:39.406707,2018-11-19 14:10:39.406707,2018-05-06,0,247557,257459,277264,360443,554527,471348,443622,637706,942696,1247687,970423,665433,0,0,0,1,1,5,2018,7
127,1,2018-11-19 14:10:39.450268,2018-11-19 14:10:39.450268,2018-05-07,0,199098,207062,222990,289887,445980,379083,356784,512876,758165,1003454,780464,535175,0,0,0,1,2,5,2018,1
128,1,2018-11-19 14:10:39.488045,2018-11-19 14:10:39.488045,2018-05-08,0,201089,209133,225220,292786,450439,382873,360351,518005,765747,1013488,788269,540527,0,0,0,1,2,5,2018,2
129,1,2018-11-19 14:10:39.515111,2018-11-19 14:10:39.515111,2018-05-09,0,209053,217415,234139,304381,468278,398037,374623,538520,796073,1053627,819487,561934,0,0,0,1,2,5,2018,3
130,1,2018-11-19 14:10:39.54365,2018-11-19 14:10:39.54365,2018-05-10,0,211044,219486,236369,307280,472738,401828,378191,543649,803655,1063661,827292,567286,0,0,0,1,2,5,2018,4
131,1,2018-11-19 14:10:39.583626,2018-11-19 14:10:39.583626,2018-05-11,0,238918,248474,267588,347864,535175,454899,428140,615452,909798,1204145,936557,642211,0,0,0,1,2,5,2018,5
132,1,2018-11-19 14:10:39.620302,2018-11-19 14:10:39.620302,2018-05-12,0,262809,273322,294346,382650,588693,500389,470954,676997,1000778,1324559,1030213,706432,0,0,0,1,2,5,2018,6
133,1,2018-11-19 14:10:39.644993,2018-11-19 14:10:39.644993,2018-05-13,0,258031,268352,288995,375693,577989,491291,462392,664688,982582,1300476,1011482,693587,0,0,0,1,2,5,2018,7
134,1,2018-11-19 14:10:39.686713,2018-11-19 14:10:39.686713,2018-05-14,0,193125,200850,216300,281190,432600,367710,346080,497490,735420,973350,757050,519120,0,0,0,1,3,5,2018,1
135,1,2018-11-19 14:10:39.728081,2018-11-19 14:10:39.728081,2018-05-15,0,211223,219672,236570,307541,473140,402169,378512,544111,804337,1064564,827994,567768,0,0,0,1,3,5,2018,2
136,1,2018-11-19 14:10:39.77125,2018-11-19 14:10:39.77125,2018-05-16,0,213234,221763,238822,310469,477644,405997,382115,549291,811995,1074699,835877,573173,0,0,0,1,3,5,2018,3
137,1,2018-11-19 14:10:39.797234,2018-11-19 14:10:39.797234,2018-05-17,0,218430,227168,244642,318035,489284,415892,391427,562677,831783,1100889,856247,587141,0,0,0,1,3,5,2018,4
138,1,2018-11-19 14:10:39.834985,2018-11-19 14:10:39.834985,2018-05-18,0,239157,248723,267855,348212,535711,455354,428568,616067,910708,1205349,937494,642853,0,0,0,1,3,5,2018,5
