id,seller_id,department_id,month,week,day,hour,sale,turn,year,created_at,updated_at
30,2,1,6,2,5,4,107462,2,2018,2018-11-19 14:08:39.395209,2018-11-19 14:08:39.395209
31,2,1,6,2,5,5,107462,2,2018,2018-11-19 14:08:39.438532,2018-11-19 14:08:39.438532
32,2,1,6,2,5,6,107462,2,2018,2018-11-19 14:08:39.474975,2018-11-19 14:08:39.474975
33,2,1,6,2,5,7,107462,2,2018,2018-11-19 14:08:39.510652,2018-11-19 14:08:39.510652
34,2,1,6,2,5,8,107462,2,2018,2018-11-19 14:08:39.542483,2018-11-19 14:08:39.542483
35,2,1,6,2,5,9,107462,2,2018,2018-11-19 14:08:39.564826,2018-11-19 14:08:39.564826
36,2,1,6,2,5,10,107462,2,2018,2018-11-19 14:08:39.638534,2018-11-19 14:08:39.638534
37,2,1,6,2,5,11,107462,2,2018,2018-11-19 14:08:39.656663,2018-11-19 14:08:39.656663
38,2,1,6,2,5,12,107462,2,2018,2018-11-19 14:08:39.690749,2018-11-19 14:08:39.690749
39,2,1,6,2,6,4,82523,2,2018,2018-11-19 14:08:39.735635,2018-11-19 14:08:39.735635
40,2,1,6,2,6,5,82523,2,2018,2018-11-19 14:08:39.746807,2018-11-19 14:08:39.746807
41,2,1,6,2,6,6,82523,2,2018,2018-11-19 14:08:39.792705,2018-11-19 14:08:39.792705
42,2,1,6,2,6,7,82523,2,2018,2018-11-19 14:08:39.83663,2018-11-19 14:08:39.83663
43,2,1,6,2,6,8,82523,2,2018,2018-11-19 14:08:39.88575,2018-11-19 14:08:39.88575
44,2,1,6,2,6,9,82523,2,2018,2018-11-19 14:08:39.941436,2018-11-19 14:08:39.941436
45,2,1,6,2,6,10,82523,2,2018,2018-11-19 14:08:39.963586,2018-11-19 14:08:39.963586
46,2,1,6,2,6,11,82523,2,2018,2018-11-19 14:08:39.992149,2018-11-19 14:08:39.992149
47,2,1,6,2,6,12,82523,2,2018,2018-11-19 14:08:40.026695,2018-11-19 14:08:40.026695
48,2,1,6,3,1,3,94400,2,2018,2018-11-19 14:08:40.059494,2018-11-19 14:08:40.059494
49,2,1,6,3,1,4,94400,2,2018,2018-11-19 14:08:40.09087,2018-11-19 14:08:40.09087
50,2,1,6,3,1,5,94400,2,2018,2018-11-19 14:08:40.128215,2018-11-19 14:08:40.128215
51,2,1,6,3,1,6,94400,2,2018,2018-11-19 14:08:40.153778,2018-11-19 14:08:40.153778
52,2,1,6,3,1,7,94400,2,2018,2018-11-19 14:08:40.179313,2018-11-19 14:08:40.179313
53,2,1,6,3,1,8,94400,2,2018,2018-11-19 14:08:40.208157,2018-11-19 14:08:40.208157
54,2,1,6,3,1,9,94400,2,2018,2018-11-19 14:08:40.24659,2018-11-19 14:08:40.24659
55,2,1,6,3,1,10,94400,2,2018,2018-11-19 14:08:40.293549,2018-11-19 14:08:40.293549
56,2,1,6,3,1,11,94400,2,2018,2018-11-19 14:08:40.342884,2018-11-19 14:08:40.342884
57,2,1,6,3,1,12,94400,2,2018,2018-11-19 14:08:40.375938,2018-11-19 14:08:40.375938
58,2,1,6,3,2,3,172736,2,2018,2018-11-19 14:08:40.40818,2018-11-19 14:08:40.40818
59,2,1,6,3,2,4,172736,2,2018,2018-11-19 14:08:40.445216,2018-11-19 14:08:40.445216
60,2,1,6,3,2,5,172736,2,2018,2018-11-19 14:08:40.493311,2018-11-19 14:08:40.493311
61,2,1,6,3,2,6,172736,2,2018,2018-11-19 14:08:40.528061,2018-11-19 14:08:40.528061
62,2,1,6,3,2,7,172736,2,2018,2018-11-19 14:08:40.563739,2018-11-19 14:08:40.563739
63,2,1,6,3,2,8,172736,2,2018,2018-11-19 14:08:40.589786,2018-11-19 14:08:40.589786
64,2,1,6,3,2,9,172736,2,2018,2018-11-19 14:08:40.612368,2018-11-19 14:08:40.612368
65,2,1,6,3,2,10,172736,2,2018,2018-11-19 14:08:40.642596,2018-11-19 14:08:40.642596
66,2,1,6,3,2,11,172736,2,2018,2018-11-19 14:08:40.65983,2018-11-19 14:08:40.65983
67,2,1,6,3,2,12,172736,2,2018,2018-11-19 14:08:40.696304,2018-11-19 14:08:40.696304
68,2,1,6,3,3,3,90931,2,2018,2018-11-19 14:08:40.735911,2018-11-19 14:08:40.735911
69,2,1,6,3,3,4,90931,2,2018,2018-11-19 14:08:40.762448,2018-11-19 14:08:40.762448
70,2,1,6,3,3,5,90931,2,2018,2018-11-19 14:08:40.807112,2018-11-19 14:08:40.807112
71,2,1,6,3,3,6,90931,2,2018,2018-11-19 14:08:40.837198,2018-11-19 14:08:40.837198
72,2,1,6,3,3,7,90931,2,2018,2018-11-19 14:08:40.881527,2018-11-19 14:08:40.881527
73,2,1,6,3,3,8,90931,2,2018,2018-11-19 14:08:41.001972,2018-11-19 14:08:41.001972
74,2,1,6,3,3,9,90931,2,2018,2018-11-19 14:08:41.030079,2018-11-19 14:08:41.030079
75,2,1,6,3,3,10,90931,2,2018,2018-11-19 14:08:41.063685,2018-11-19 14:08:41.063685
76,2,1,6,3,3,11,90931,2,2018,2018-11-19 14:08:41.097588,2018-11-19 14:08:41.097588
77,2,1,6,3,3,12,90931,2,2018,2018-11-19 14:08:41.138855,2018-11-19 14:08:41.138855
78,2,1,6,3,6,5,77234,2,2018,2018-11-19 14:08:41.173614,2018-11-19 14:08:41.173614
79,2,1,6,3,6,6,77234,2,2018,2018-11-19 14:08:41.244387,2018-11-19 14:08:41.244387
80,2,1,6,3,6,7,77234,2,2018,2018-11-19 14:08:41.261374,2018-11-19 14:08:41.261374
81,2,1,6,3,6,8,77234,2,2018,2018-11-19 14:08:41.286974,2018-11-19 14:08:41.286974
82,2,1,6,3,6,9,77234,2,2018,2018-11-19 14:08:41.323843,2018-11-19 14:08:41.323843
83,2,1,6,3,6,10,77234,2,2018,2018-11-19 14:08:41.369416,2018-11-19 14:08:41.369416
84,2,1,6,3,6,11,77234,2,2018,2018-11-19 14:08:41.443834,2018-11-19 14:08:41.443834
85,2,1,6,3,6,12,77234,2,2018,2018-11-19 14:08:41.477173,2018-11-19 14:08:41.477173
86,2,1,6,3,7,5,167923,2,2018,2018-11-19 14:08:41.492698,2018-11-19 14:08:41.492698
87,2,1,6,3,7,6,167923,2,2018,2018-11-19 14:08:41.51215,2018-11-19 14:08:41.51215
88,2,1,6,3,7,7,167923,2,2018,2018-11-19 14:08:41.534148,2018-11-19 14:08:41.534148
89,2,1,6,3,7,8,167923,2,2018,2018-11-19 14:08:41.560551,2018-11-19 14:08:41.560551
90,2,1,6,3,7,9,167923,2,2018,2018-11-19 14:08:41.576281,2018-11-19 14:08:41.576281
91,2,1,6,3,7,10,167923,2,2018,2018-11-19 14:08:41.605376,2018-11-19 14:08:41.605376
92,2,1,6,3,7,11,167923,2,2018,2018-11-19 14:08:41.639273,2018-11-19 14:08:41.639273
93,2,1,6,3,7,12,167923,2,2018,2018-11-19 14:08:41.662519,2018-11-19 14:08:41.662519
94,2,1,6,4,1,3,116629,2,2018,2018-11-19 14:08:41.692153,2018-11-19 14:08:41.692153
95,2,1,6,4,1,4,116629,2,2018,2018-11-19 14:08:41.734292,2018-11-19 14:08:41.734292
96,2,1,6,4,1,5,116629,2,2018,2018-11-19 14:08:41.755882,2018-11-19 14:08:41.755882
97,2,1,6,4,1,6,116629,2,2018,2018-11-19 14:08:41.77833,2018-11-19 14:08:41.77833
98,2,1,6,4,1,7,116629,2,2018,2018-11-19 14:08:41.804769,2018-11-19 14:08:41.804769
99,2,1,6,4,1,8,116629,2,2018,2018-11-19 14:08:41.837076,2018-11-19 14:08:41.837076
100,2,1,6,4,1,9,116629,2,2018,2018-11-19 14:08:41.864226,2018-11-19 14:08:41.864226
101,2,1,6,4,1,10,116629,2,2018,2018-11-19 14:08:41.892585,2018-11-19 14:08:41.892585
102,2,1,6,4,1,11,116629,2,2018,2018-11-19 14:08:41.927785,2018-11-19 14:08:41.927785
103,2,1,6,4,1,12,116629,2,2018,2018-11-19 14:08:41.973074,2018-11-19 14:08:41.973074
104,2,1,6,4,3,3,159311,2,2018,2018-11-19 14:08:42.007846,2018-11-19 14:08:42.007846
105,2,1,6,4,3,4,159311,2,2018,2018-11-19 14:08:42.063166,2018-11-19 14:08:42.063166
106,2,1,6,4,3,5,159311,2,2018,2018-11-19 14:08:42.08115,2018-11-19 14:08:42.08115
107,2,1,6,4,3,6,159311,2,2018,2018-11-19 14:08:42.134265,2018-11-19 14:08:42.134265
108,2,1,6,4,3,7,159311,2,2018,2018-11-19 14:08:42.167093,2018-11-19 14:08:42.167093
109,2,1,6,4,3,8,159311,2,2018,2018-11-19 14:08:42.192696,2018-11-19 14:08:42.192696
110,2,1,6,4,3,9,159311,2,2018,2018-11-19 14:08:42.212518,2018-11-19 14:08:42.212518
111,2,1,6,4,3,10,159311,2,2018,2018-11-19 14:08:42.257396,2018-11-19 14:08:42.257396
112,2,1,6,4,3,11,159311,2,2018,2018-11-19 14:08:42.282979,2018-11-19 14:08:42.282979
113,2,1,6,4,3,12,159311,2,2018,2018-11-19 14:08:42.343024,2018-11-19 14:08:42.343024
114,2,1,6,4,4,3,112824,2,2018,2018-11-19 14:08:42.390467,2018-11-19 14:08:42.390467
115,2,1,6,4,4,4,112824,2,2018,2018-11-19 14:08:42.424265,2018-11-19 14:08:42.424265
116,2,1,6,4,4,5,112824,2,2018,2018-11-19 14:08:42.452663,2018-11-19 14:08:42.452663
117,2,1,6,4,4,6,112824,2,2018,2018-11-19 14:08:42.489705,2018-11-19 14:08:42.489705
118,2,1,6,4,4,7,112824,2,2018,2018-11-19 14:08:42.544514,2018-11-19 14:08:42.544514
119,2,1,6,4,4,8,112824,2,2018,2018-11-19 14:08:42.566996,2018-11-19 14:08:42.566996
120,2,1,6,4,4,9,112824,2,2018,2018-11-19 14:08:42.609246,2018-11-19 14:08:42.609246
121,2,1,6,4,4,10,112824,2,2018,2018-11-19 14:08:42.63943,2018-11-19 14:08:42.63943
122,2,1,6,4,4,11,112824,2,2018,2018-11-19 14:08:42.662205,2018-11-19 14:08:42.662205
123,2,1,6,4,5,3,109603,2,2018,2018-11-19 14:08:42.677379,2018-11-19 14:08:42.677379
124,2,1,6,4,5,4,109603,2,2018,2018-11-19 14:08:42.703818,2018-11-19 14:08:42.703818
125,2,1,6,4,5,5,109603,2,2018,2018-11-19 14:08:42.758562,2018-11-19 14:08:42.758562
126,2,1,6,4,5,6,109603,2,2018,2018-11-19 14:08:42.780824,2018-11-19 14:08:42.780824
127,2,1,6,4,5,7,109603,2,2018,2018-11-19 14:08:42.825677,2018-11-19 14:08:42.825677
128,2,1,6,4,5,8,109603,2,2018,2018-11-19 14:08:42.844315,2018-11-19 14:08:42.844315
129,2,1,6,4,5,9,109603,2,2018,2018-11-19 14:08:42.863339,2018-11-19 14:08:42.863339
130,2,1,6,4,5,10,109603,2,2018,2018-11-19 14:08:42.885939,2018-11-19 14:08:42.885939
131,2,1,6,4,5,11,109603,2,2018,2018-11-19 14:08:42.924893,2018-11-19 14:08:42.924893
132,2,1,6,4,6,3,84131,2,2018,2018-11-19 14:08:42.963231,2018-11-19 14:08:42.963231
133,2,1,6,4,6,4,84131,2,2018,2018-11-19 14:08:42.997844,2018-11-19 14:08:42.997844
134,2,1,6,4,6,5,84131,2,2018,2018-11-19 14:08:43.043185,2018-11-19 14:08:43.043185
135,2,1,6,4,6,6,84131,2,2018,2018-11-19 14:08:43.062042,2018-11-19 14:08:43.062042
136,2,1,6,4,6,7,84131,2,2018,2018-11-19 14:08:43.097595,2018-11-19 14:08:43.097595
137,2,1,6,4,6,8,84131,2,2018,2018-11-19 14:08:43.129311,2018-11-19 14:08:43.129311
138,2,1,6,4,6,9,84131,2,2018,2018-11-19 14:08:43.164152,2018-11-19 14:08:43.164152
139,2,1,6,4,6,10,84131,2,2018,2018-11-19 14:08:43.203802,2018-11-19 14:08:43.203802
140,2,1,6,4,6,11,84131,2,2018,2018-11-19 14:08:43.227359,2018-11-19 14:08:43.227359
141,2,1,7,1,2,5,136716,2,2018,2018-11-19 14:08:43.255966,2018-11-19 14:08:43.255966
142,2,1,7,1,2,6,136716,2,2018,2018-11-19 14:08:43.294351,2018-11-19 14:08:43.294351
143,2,1,7,1,2,7,136716,2,2018,2018-11-19 14:08:43.338295,2018-11-19 14:08:43.338295
144,2,1,7,1,2,8,136716,2,2018,2018-11-19 14:08:43.375071,2018-11-19 14:08:43.375071
145,2,1,7,1,2,9,136716,2,2018,2018-11-19 14:08:43.427357,2018-11-19 14:08:43.427357
146,2,1,7,1,2,10,136716,2,2018,2018-11-19 14:08:43.457886,2018-11-19 14:08:43.457886
147,2,1,7,1,2,11,136716,2,2018,2018-11-19 14:08:43.50337,2018-11-19 14:08:43.50337
148,2,1,7,1,3,3,92457,2,2018,2018-11-19 14:08:43.53527,2018-11-19 14:08:43.53527
149,2,1,7,1,3,4,92457,2,2018,2018-11-19 14:08:43.557639,2018-11-19 14:08:43.557639
150,2,1,7,1,3,5,92457,2,2018,2018-11-19 14:08:43.58914,2018-11-19 14:08:43.58914
151,2,1,7,1,3,6,92457,2,2018,2018-11-19 14:08:43.629271,2018-11-19 14:08:43.629271
152,2,1,7,1,3,7,92457,2,2018,2018-11-19 14:08:43.646693,2018-11-19 14:08:43.646693
153,2,1,7,1,3,8,92457,2,2018,2018-11-19 14:08:43.678095,2018-11-19 14:08:43.678095
154,2,1,7,1,3,9,92457,2,2018,2018-11-19 14:08:43.700427,2018-11-19 14:08:43.700427
155,2,1,7,1,3,10,92457,2,2018,2018-11-19 14:08:43.752333,2018-11-19 14:08:43.752333
156,2,1,7,1,3,11,92457,2,2018,2018-11-19 14:08:43.7844,2018-11-19 14:08:43.7844
157,2,1,7,1,3,12,92457,2,2018,2018-11-19 14:08:43.828304,2018-11-19 14:08:43.828304
158,2,1,7,1,4,5,93559,2,2018,2018-11-19 14:08:43.871395,2018-11-19 14:08:43.871395
159,2,1,7,1,4,6,93559,2,2018,2018-11-19 14:08:43.895233,2018-11-19 14:08:43.895233
160,2,1,7,1,4,7,93559,2,2018,2018-11-19 14:08:43.911056,2018-11-19 14:08:43.911056
161,2,1,7,1,4,8,93559,2,2018,2018-11-19 14:08:43.947757,2018-11-19 14:08:43.947757
162,2,1,7,1,4,9,93559,2,2018,2018-11-19 14:08:43.995203,2018-11-19 14:08:43.995203
163,2,1,7,1,4,10,93559,2,2018,2018-11-19 14:08:44.027014,2018-11-19 14:08:44.027014
164,2,1,7,1,4,11,93559,2,2018,2018-11-19 14:08:44.061037,2018-11-19 14:08:44.061037
165,2,1,7,1,4,12,93559,2,2018,2018-11-19 14:08:44.077934,2018-11-19 14:08:44.077934
166,2,1,7,1,5,4,111360,2,2018,2018-11-19 14:08:44.126416,2018-11-19 14:08:44.126416
167,2,1,7,1,5,5,111360,2,2018,2018-11-19 14:08:44.157356,2018-11-19 14:08:44.157356
168,2,1,7,1,5,6,111360,2,2018,2018-11-19 14:08:44.178546,2018-11-19 14:08:44.178546
169,2,1,7,1,5,7,111360,2,2018,2018-11-19 14:08:44.225443,2018-11-19 14:08:44.225443
170,2,1,7,1,5,8,111360,2,2018,2018-11-19 14:08:44.261426,2018-11-19 14:08:44.261426
171,2,1,7,1,5,9,111360,2,2018,2018-11-19 14:08:44.331821,2018-11-19 14:08:44.331821
172,2,1,7,1,6,4,97967,2,2018,2018-11-19 14:08:44.362724,2018-11-19 14:08:44.362724
173,2,1,7,1,6,5,97967,2,2018,2018-11-19 14:08:44.394939,2018-11-19 14:08:44.394939
174,2,1,7,1,6,6,97967,2,2018,2018-11-19 14:08:44.441264,2018-11-19 14:08:44.441264
175,2,1,7,1,6,7,97967,2,2018,2018-11-19 14:08:44.494886,2018-11-19 14:08:44.494886
176,2,1,7,1,6,8,97967,2,2018,2018-11-19 14:08:44.534594,2018-11-19 14:08:44.534594
177,1,1,6,1,1,4,78768,5,2018,2018-11-19 14:08:44.555798,2018-11-19 14:08:44.555798
178,1,1,6,1,1,5,78768,5,2018,2018-11-19 14:08:44.59077,2018-11-19 14:08:44.59077
179,1,1,6,1,1,6,78768,5,2018,2018-11-19 14:08:44.640152,2018-11-19 14:08:44.640152
180,1,1,6,1,1,7,78768,5,2018,2018-11-19 14:08:44.672634,2018-11-19 14:08:44.672634
181,1,1,6,1,1,8,78768,5,2018,2018-11-19 14:08:44.708987,2018-11-19 14:08:44.708987
182,1,1,6,1,1,9,78768,5,2018,2018-11-19 14:08:44.743238,2018-11-19 14:08:44.743238
183,1,1,6,1,2,3,71695,5,2018,2018-11-19 14:08:44.780054,2018-11-19 14:08:44.780054
184,1,1,6,1,2,4,71695,5,2018,2018-11-19 14:08:44.830557,2018-11-19 14:08:44.830557
185,1,1,6,1,2,5,71695,5,2018,2018-11-19 14:08:44.875277,2018-11-19 14:08:44.875277
186,1,1,6,1,2,6,71695,5,2018,2018-11-19 14:08:44.909455,2018-11-19 14:08:44.909455
187,1,1,6,1,2,7,71695,5,2018,2018-11-19 14:08:44.934518,2018-11-19 14:08:44.934518
188,1,1,6,1,2,8,71695,5,2018,2018-11-19 14:08:44.969312,2018-11-19 14:08:44.969312
189,1,1,6,1,2,9,71695,5,2018,2018-11-19 14:08:45.002744,2018-11-19 14:08:45.002744
190,1,1,6,1,2,10,71695,5,2018,2018-11-19 14:08:45.041979,2018-11-19 14:08:45.041979
191,1,1,6,1,2,11,71695,5,2018,2018-11-19 14:08:45.062153,2018-11-19 14:08:45.062153
192,1,1,6,1,2,12,71695,5,2018,2018-11-19 14:08:45.096013,2018-11-19 14:08:45.096013
193,1,1,6,1,3,4,47020,5,2018,2018-11-19 14:08:45.129586,2018-11-19 14:08:45.129586
194,1,1,6,1,3,5,47020,5,2018,2018-11-19 14:08:45.180593,2018-11-19 14:08:45.180593
195,1,1,6,1,3,6,47020,5,2018,2018-11-19 14:08:45.226827,2018-11-19 14:08:45.226827
196,1,1,6,1,3,7,47020,5,2018,2018-11-19 14:08:45.24186,2018-11-19 14:08:45.24186
197,1,1,6,1,3,8,47020,5,2018,2018-11-19 14:08:45.273878,2018-11-19 14:08:45.273878
198,1,1,6,1,3,9,47020,5,2018,2018-11-19 14:08:45.311143,2018-11-19 14:08:45.311143
199,1,1,6,1,3,10,47020,5,2018,2018-11-19 14:08:45.389661,2018-11-19 14:08:45.389661
200,1,1,6,1,3,11,47020,5,2018,2018-11-19 14:08:45.428349,2018-11-19 14:08:45.428349
201,1,1,6,1,3,12,47020,5,2018,2018-11-19 14:08:45.472062,2018-11-19 14:08:45.472062
202,1,1,6,1,4,3,48221,5,2018,2018-11-19 14:08:45.500575,2018-11-19 14:08:45.500575
203,1,1,6,1,4,4,48221,5,2018,2018-11-19 14:08:45.540257,2018-11-19 14:08:45.540257
204,1,1,6,1,4,5,48221,5,2018,2018-11-19 14:08:45.557228,2018-11-19 14:08:45.557228
205,1,1,6,1,4,6,48221,5,2018,2018-11-19 14:08:45.579408,2018-11-19 14:08:45.579408
206,1,1,6,1,4,7,48221,5,2018,2018-11-19 14:08:45.63767,2018-11-19 14:08:45.63767
207,1,1,6,1,4,8,48221,5,2018,2018-11-19 14:08:45.668746,2018-11-19 14:08:45.668746
208,1,1,6,1,4,9,48221,5,2018,2018-11-19 14:08:45.703645,2018-11-19 14:08:45.703645
209,1,1,6,1,4,10,48221,5,2018,2018-11-19 14:08:45.740746,2018-11-19 14:08:45.740746
210,1,1,6,1,4,11,48221,5,2018,2018-11-19 14:08:45.761788,2018-11-19 14:08:45.761788
211,1,1,6,1,4,12,48221,5,2018,2018-11-19 14:08:45.79407,2018-11-19 14:08:45.79407
212,1,1,6,1,5,3,55625,5,2018,2018-11-19 14:08:45.811086,2018-11-19 14:08:45.811086
213,1,1,6,1,5,4,55625,5,2018,2018-11-19 14:08:45.862311,2018-11-19 14:08:45.862311
214,1,1,6,1,5,5,55625,5,2018,2018-11-19 14:08:45.914715,2018-11-19 14:08:45.914715
215,1,1,6,1,5,6,55625,5,2018,2018-11-19 14:08:45.947048,2018-11-19 14:08:45.947048
216,1,1,6,1,5,7,55625,5,2018,2018-11-19 14:08:46.000491,2018-11-19 14:08:46.000491
217,1,1,6,1,5,8,55625,5,2018,2018-11-19 14:08:46.041096,2018-11-19 14:08:46.041096
218,1,1,6,1,5,9,55625,5,2018,2018-11-19 14:08:46.06324,2018-11-19 14:08:46.06324
219,1,1,6,1,5,10,55625,5,2018,2018-11-19 14:08:46.136128,2018-11-19 14:08:46.136128
220,1,1,6,1,5,11,55625,5,2018,2018-11-19 14:08:46.173445,2018-11-19 14:08:46.173445
221,1,1,6,1,5,12,55625,5,2018,2018-11-19 14:08:46.205019,2018-11-19 14:08:46.205019
222,1,1,6,2,1,5,115168,5,2018,2018-11-19 14:08:46.220525,2018-11-19 14:08:46.220525
223,1,1,6,2,1,6,115168,5,2018,2018-11-19 14:08:46.260615,2018-11-19 14:08:46.260615
224,1,1,6,2,1,7,115168,5,2018,2018-11-19 14:08:46.293484,2018-11-19 14:08:46.293484
225,1,1,6,2,1,8,115168,5,2018,2018-11-19 14:08:46.317493,2018-11-19 14:08:46.317493
226,1,1,6,2,1,9,115168,5,2018,2018-11-19 14:08:46.348246,2018-11-19 14:08:46.348246
227,1,1,6,2,1,10,115168,5,2018,2018-11-19 14:08:46.362992,2018-11-19 14:08:46.362992
228,1,1,6,2,1,11,115168,5,2018,2018-11-19 14:08:46.401375,2018-11-19 14:08:46.401375
229,1,1,6,2,2,5,90062,5,2018,2018-11-19 14:08:46.457414,2018-11-19 14:08:46.457414
230,1,1,6,2,2,6,90062,5,2018,2018-11-19 14:08:46.506352,2018-11-19 14:08:46.506352
231,1,1,6,2,2,7,90062,5,2018,2018-11-19 14:08:46.559785,2018-11-19 14:08:46.559785
232,1,1,6,2,2,8,90062,5,2018,2018-11-19 14:08:46.59708,2018-11-19 14:08:46.59708
233,1,1,6,2,2,9,90062,5,2018,2018-11-19 14:08:46.625977,2018-11-19 14:08:46.625977
234,1,1,6,2,2,10,90062,5,2018,2018-11-19 14:08:46.654238,2018-11-19 14:08:46.654238
235,1,1,6,2,2,11,90062,5,2018,2018-11-19 14:08:46.682711,2018-11-19 14:08:46.682711
236,1,1,6,2,4,5,93173,5,2018,2018-11-19 14:08:46.706209,2018-11-19 14:08:46.706209
237,1,1,6,2,4,6,93173,5,2018,2018-11-19 14:08:46.726684,2018-11-19 14:08:46.726684
238,1,1,6,2,4,7,93173,5,2018,2018-11-19 14:08:46.761406,2018-11-19 14:08:46.761406
239,1,1,6,2,4,8,93173,5,2018,2018-11-19 14:08:46.77999,2018-11-19 14:08:46.77999
240,1,1,6,2,4,9,93173,5,2018,2018-11-19 14:08:46.817065,2018-11-19 14:08:46.817065
241,1,1,6,2,4,10,93173,5,2018,2018-11-19 14:08:46.851983,2018-11-19 14:08:46.851983
242,1,1,6,2,4,11,93173,5,2018,2018-11-19 14:08:46.894847,2018-11-19 14:08:46.894847
243,1,1,6,2,5,4,107462,5,2018,2018-11-19 14:08:46.918288,2018-11-19 14:08:46.918288
244,1,1,6,2,5,5,107462,5,2018,2018-11-19 14:08:46.932462,2018-11-19 14:08:46.932462
245,1,1,6,2,5,6,107462,5,2018,2018-11-19 14:08:46.963245,2018-11-19 14:08:46.963245
246,1,1,6,2,5,7,107462,5,2018,2018-11-19 14:08:46.98889,2018-11-19 14:08:46.98889
247,1,1,6,2,5,8,107462,5,2018,2018-11-19 14:08:47.022501,2018-11-19 14:08:47.022501
248,1,1,6,2,5,9,107462,5,2018,2018-11-19 14:08:47.075338,2018-11-19 14:08:47.075338
249,1,1,6,2,5,10,107462,5,2018,2018-11-19 14:08:47.094774,2018-11-19 14:08:47.094774
250,1,1,6,2,5,11,107462,5,2018,2018-11-19 14:08:47.12798,2018-11-19 14:08:47.12798
251,1,1,6,2,6,4,82524,5,2018,2018-11-19 14:08:47.160092,2018-11-19 14:08:47.160092
252,1,1,6,2,6,5,82524,5,2018,2018-11-19 14:08:47.179247,2018-11-19 14:08:47.179247
253,1,1,6,2,6,6,82524,5,2018,2018-11-19 14:08:47.195682,2018-11-19 14:08:47.195682
254,1,1,6,2,6,7,82524,5,2018,2018-11-19 14:08:47.243112,2018-11-19 14:08:47.243112
255,1,1,6,2,6,8,82524,5,2018,2018-11-19 14:08:47.275973,2018-11-19 14:08:47.275973
256,1,1,6,2,6,9,82524,5,2018,2018-11-19 14:08:47.312224,2018-11-19 14:08:47.312224
257,1,1,6,2,6,10,82524,5,2018,2018-11-19 14:08:47.342575,2018-11-19 14:08:47.342575
